Document_No,Day_No,Menu_1,Menu_2,Date/time
313,3,"चहा,पोहे,पोळी,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-05-27 09:27:41.717491+00:00
314,1,"चहा,उपमा,पोळी,मेथीची भाजी,पालक वरण","चहा,उपमा,पोळी",2018-05-27 09:28:47.655793+00:00
314,2,"चहा,दूध,शिरा,पोळी,पत्ता कोबी,पालक वरण,वांग्याची भाजी",पोळी,2018-05-27 09:29:30.478055+00:00
314,3,"चहा,उपमा,पोळी,पालक वरण","चहा,पोळी",2018-05-27 09:30:04.559711+00:00
315,1,"चहा,दूध,पोहे,पोळी,पत्ता कोबी,मेथीची भाजी","चहा,पोळी",2018-05-27 09:31:10.052543+00:00
315,2,"चहा,शिरा,पोळी,भात,पालक वरण,आलूची भाजी","चहा,पोळी",2018-05-27 09:31:43.311686+00:00
315,3,"चहा,उपमा,मटकीची उसळ,कढी,पोळी,पत्ता कोबी","उपमा,पोळी",2018-05-27 09:32:18.192174+00:00
316,1,"चहा,ब्रेड,पोळी,भात,पालक वरण,आलूची भाजी","चहा,पोळी",2018-05-27 09:33:35.666532+00:00
316,2,"चहा,पोहे,मटकीची उसळ,पोळी,भात,वांग्याची भाजी","चहा,पोळी",2018-05-27 09:34:19.739288+00:00
316,3,"चहा,दूध,उपमा,पोळी,पत्ता कोबी,मेथीची भाजी","चहा,उपमा,पोळी",2018-05-27 09:35:04.916937+00:00
317,1,"चहा,पोहे,पोळी,भात,डाळ पालक,वांग्याची भाजी","चहा,पोळी",2018-05-27 09:36:13.820549+00:00
317,2,"चहा,उपमा,कढी,पोळी,भात,खिचडी","उपमा,कढी,भात",2018-05-27 09:38:27.130149+00:00
317,3,"चहा,बिस्कीट,पोळी,पालक वरण","पोळी,भात,पालक वरण",2018-05-27 09:36:55.332044+00:00
318,1,"चहा,दूध,उपमा,मटकीची उसळ,पोळी,मेथीची भाजी","उपमा,पोळी",2018-05-27 09:39:58.021253+00:00
318,2,"चहा,पोहे,पोळी,भात,मेथीची भाजी,आलूची भाजी",पोळी,2018-05-27 09:40:34.032600+00:00
318,3,"चहा,उपमा,कढी,पोळी,भात,मेथीची भाजी","चहा,उपमा,पोळी",2018-05-27 09:41:25.708085+00:00
319,1,"चहा,ब्रेड,दूध,पोहे,पोळी,मेथीची भाजी,आलूची भाजी","चहा,पोळी",2018-05-27 09:42:54.471777+00:00
319,2,"चहा,दूध,पोहे,पोळी,पालक वरण,आलूची भाजी","चहा,पोळी",2018-05-27 09:43:32.773356+00:00
319,3,"चहा,उपमा,मटकीची उसळ,पोळी,मेथीची भाजी,पालक वरण","चहा,उपमा,पोळी",2018-05-27 09:44:18.471608+00:00
320,1,"चहा,पोहे,पोळी,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-05-27 09:45:51.818803+00:00
320,2,"चहा,दूध,पोहे,मटकीची उसळ,पोळी,भात,आलूची भाजी",पोळी,2018-05-27 09:46:27.344488+00:00
320,3,"चहा,उपमा,वाटाणा उसळ,पोळी,पालक वरण","चहा,पोळी,पालक वरण",2018-05-27 09:47:11.638497+00:00
321,1,"चहा,पोहे,पोळी,मेथीची भाजी,आलूची भाजी","चहा,पोळी",2018-05-27 09:48:44.110241+00:00
321,2,"दूध,उपमा,कढी,पोळी,भात,पालक वरण","चहा,दूध,उपमा",2018-05-27 09:49:28.913639+00:00
321,3,"चहा,दूध,मटकीची उसळ,पोळी,भात,पत्ता कोबी","चहा,मटकीची उसळ,पोळी",2018-05-27 09:50:15.483122+00:00
322,1,"चहा,पोहे,पोळी,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-05-27 09:55:21.883591+00:00
322,2,"चहा,उपमा,पोळी,मेथीची भाजी,पालक वरण","चहा,उपमा,पोळी",2018-05-27 09:56:01.046418+00:00
322,3,"चहा,दूध,शिरा,पोळी,पत्ता कोबी,पालक वरण",पोळी,2018-05-27 09:56:44.837881+00:00
323,1,"चहा,उपमा,पोळी,मेथीची भाजी,पालक वरण,आलूची भाजी","चहा,उपमा,पोळी",2018-05-27 09:58:19.980262+00:00
323,2,"चहा,दूध,पोहे,पोळी,मेथीची भाजी,आलूची भाजी","चहा,पोळी",2018-05-27 09:59:05.369486+00:00
323,3,"चहा,उपमा,मटकीची उसळ,पोळी,पत्ता कोबी","चहा,पोळी",2018-05-27 09:59:55.622085+00:00
324,1,"चहा,पोहे,पोळी,मेथीची भाजी,पालक वरण,आलूची भाजी","चहा,पोळी",2018-05-27 10:01:19.845202+00:00
324,2,"चहा,उपमा,पोळी,पत्ता कोबी,वांग्याची भाजी","चहा,उपमा,पोळी",2018-05-27 10:01:55.500485+00:00
324,3,"चहा,उपमा,पोळी,भात,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-05-27 10:02:27.292119+00:00
325,1,"चहा,उपमा,पोळी,पत्ता कोबी,आलूची भाजी","चहा,उपमा,पोळी",2018-05-27 10:04:13.992736+00:00
325,2,"चहा,पोहे,पोळी,पत्ता कोबी,टमाटर चटणी","चहा,पोळी",2018-05-27 10:04:48.039676+00:00
325,3,"चहा,उपमा,पोळी,मेथीची भाजी,आलूची भाजी","चहा,पोळी",2018-05-27 10:05:18.525567+00:00
326,1,"चहा,उपमा,पोळी,मेथीची भाजी,आलूची भाजी","चहा,उपमा,पोळी",2018-05-27 10:06:28.920604+00:00
326,2,"चहा,दूध,साबुदाणा उसळ,पोळी,मेथीची भाजी,पालक वरण",दूध,2018-05-27 10:07:01.753384+00:00
326,3,"चहा,पोहे,पोळी,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-05-27 10:07:39.174229+00:00
327,1,"चहा,उपमा,पोळी,बेसन,पत्ता कोबी","चहा,उपमा,पोळी",2018-05-27 10:08:49.034565+00:00
327,2,"चहा,उपमा,मटकीची उसळ,पोळी,पालक वरण","चहा,पोळी",2018-05-27 10:09:23.135638+00:00
327,3,"चहा,उपमा,पोळी,पत्ता कोबी,पालक वरण","चहा,उपमा,पोळी",2018-05-27 10:09:57.709682+00:00
328,1,"चहा,उपमा,पोळी,भात,पालक वरण,टमाटर चटणी","चहा,पोळी",2018-05-27 10:10:59.970836+00:00
328,2,"चहा,दूध,पोहे,मटकीची उसळ,पोळी,मेथीची भाजी","चहा,पोळी",2018-05-27 10:11:40.573055+00:00
328,3,"चहा,दूध,उपमा,पोळी,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-05-27 10:12:23.313448+00:00
329,1,"चहा,उपमा,पोळी,भात,पालक वरण,टमाटर चटणी","चहा,उपमा,पोळी",2018-05-27 10:13:48.253894+00:00
329,2,"चहा,पोहे,पोळी,भात,पत्ता कोबी,पालक वरण,टमाटर चटणी",चहा,2018-05-27 10:14:31.753785+00:00
329,3,"चहा,पोहे,पोळी,पत्ता कोबी,मेथीची भाजी","चहा,पोहे,पोळी",2018-05-27 10:15:08.208303+00:00
330,1,"चहा,पोहे,पोळी,पत्ता कोबी,वांग्याची भाजी","चहा,पोळी",2018-05-27 10:16:41.679724+00:00
330,2,"चहा,उपमा,मटकीची उसळ,पोळी,आलूची भाजी","चहा,उपमा,पोळी",2018-05-27 10:17:12.947368+00:00
330,3,"चहा,शिरा,कढी,पोळी,भात,मेथीची भाजी,पालक वरण",चहा,2018-05-27 10:18:12.898530+00:00
331,1,"चहा,उपमा,पोळी,भात,पालक वरण,आलूची भाजी","चहा,उपमा,पोळी",2018-05-27 10:21:46.024149+00:00
331,2,"चहा,पोहे,पोळी,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-05-27 10:22:21.163854+00:00
331,3,"चहा,दूध,उपमा,पोळी,पत्ता कोबी,आलूची भाजी",पोळी,2018-05-27 10:22:56.021080+00:00
332,1,"चहा,शिरा,पोळी,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-05-27 10:24:15.582122+00:00
332,2,"चहा,उपमा,मटकीची उसळ,पोळी,मेथीची भाजी,पालक वरण","चहा,उपमा,पोळी",2018-05-27 10:25:14.066695+00:00
332,3,"चहा,दूध,मटकीची उसळ,पोळी,भात,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-05-27 10:25:53.738975+00:00
333,1,"चहा,दूध,शिरा,पोळी,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-05-27 10:27:15.567985+00:00
333,2,"चहा,दूध,उपमा,पोळी,पत्ता कोबी,पालक वरण","चहा,उपमा,पोळी",2018-05-27 10:28:49.491933+00:00
333,3,"चहा,दूध,मटकीची उसळ,पोळी,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-05-27 10:29:26.038999+00:00
334,1,"चहा,ब्रेड,मटकीची उसळ,पोळी,मेथीची भाजी,आलूची भाजी","चहा,पोळी",2018-05-27 10:30:39.223787+00:00
334,2,"चहा,उपमा,पोळी,मेथीची भाजी,वांग्याची भाजी","चहा,उपमा,पोळी",2018-05-27 10:31:21.185021+00:00
334,3,"चहा,मटकीची उसळ,पोळी,पालक वरण","चहा,मटकीची उसळ,पोळी",2018-05-27 10:32:09.386276+00:00
335,1,"चहा,मटकीची उसळ,पोळी,मेथीची भाजी,अंड्याची भाजी","चहा,पोळी",2018-05-27 10:33:30.484188+00:00
335,2,"चहा,पोहे,मटकीची उसळ,पोळी,पत्ता कोबी","चहा,पोहे,पोळी",2018-05-27 10:34:04.909599+00:00
335,3,"चहा,पोहे,पोळी,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-05-27 10:34:49.707771+00:00
336,1,"चहा,उपमा,पोळी,मेथीची भाजी,पालक वरण","चहा,उपमा,पोळी",2018-05-27 10:36:48.711392+00:00
336,2,"चहा,पोहे,मटकीची उसळ,कढी,पोळी,आलूची भाजी","चहा,पोहे,पोळी",2018-05-27 10:37:31.849051+00:00
336,3,"चहा,मटकीची उसळ,पोळी,पत्ता कोबी,पालक वरण","चहा,पोळी,पालक वरण",2018-05-27 10:38:13.875982+00:00
337,1,"चहा,उपमा,पोळी,पत्ता कोबी,आलूची भाजी","चहा,उपमा,पोळी",2018-05-27 10:39:15.339924+00:00
337,2,"चहा,पोहे,पोळी,मेथीची भाजी,पालक वरण,आलूची भाजी","चहा,पोळी",2018-05-27 10:39:59.274701+00:00
337,3,"चहा,शिरा,कढी,पोळी,भात,आलूची भाजी","चहा,भात",2018-05-27 10:40:45.521631+00:00
338,1,"चहा,उपमा,मटकीची उसळ,पोळी,आलूची भाजी","चहा,उपमा,पोळी",2018-05-27 10:42:16.492045+00:00
338,2,"चहा,उपमा,पोळी,पत्ता कोबी,वांग्याची भाजी","चहा,उपमा,पोळी",2018-05-27 10:42:49.513362+00:00
338,3,"चहा,दूध,मटकीची उसळ,पोळी,पत्ता कोबी,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-05-27 10:43:26.195727+00:00
339,1,"चहा,पोहे,पोळी,पत्ता कोबी,मेथीची भाजी,पालक वरण","चहा,पोहे,पोळी",2018-05-27 10:44:43.289562+00:00
339,2,"चहा,दूध,मटकीची उसळ,पोळी,पालक वरण,आलूची भाजी","चहा,मटकीची उसळ,पोळी",2018-05-27 10:45:20.401108+00:00
339,3,"चहा,उपमा,मटकीची उसळ,पोळी,टमाटर चटणी","चहा,उपमा,पोळी",2018-05-27 10:45:53.530041+00:00
340,1,"चहा,दूध,उपमा,मटकीची उसळ,पोळी,आलूची भाजी","चहा,उपमा,पोळी",2018-05-27 10:47:00.597276+00:00
340,2,"चहा,पोहे,पोळी,पत्ता कोबी,वांग्याची भाजी","चहा,पोहे,पोळी",2018-05-27 10:47:42.446437+00:00
340,3,"चहा,दूध,उपमा,पोळी,भात,पालक वरण,टमाटर चटणी","चहा,उपमा,पोळी",2018-05-27 10:48:29.347703+00:00
341,1,"चहा,मटकीची उसळ,पोळी,मेथीची भाजी,पालक वरण,आलूची भाजी","चहा,पोळी",2018-05-27 10:51:17.354987+00:00
341,2,"चहा,शिरा,पोळी,आलूची भाजी,टमाटर चटणी","चहा,शिरा,पोळी",2018-05-27 10:51:54.546220+00:00
341,3,"चहा,उपमा,मटकीची उसळ,पोळी,आलूची भाजी","चहा,उपमा,पोळी",2018-05-27 10:52:45.223651+00:00
342,1,"चहा,ब्रेड,दूध,उपमा,पोळी,पत्ता कोबी,पालक वरण","चहा,उपमा,पोळी",2018-05-27 10:54:10.219421+00:00
342,2,"चहा,मटकीची उसळ,पोळी,मेथीची भाजी,पालक वरण,आलूची भाजी","चहा,पोळी",2018-05-27 10:54:54.993107+00:00
342,3,"चहा,दूध,पोहे,पोळी,भात,आलूची भाजी,टमाटर चटणी","चहा,पोहे,पोळी",2018-05-27 10:55:30.344130+00:00
343,1,"चहा,शिरा,पोळी,भात,मेथीची भाजी,आलूची भाजी","चहा,शिरा,पोळी",2018-05-27 10:57:00.869696+00:00
343,2,"चहा,दूध,उपमा,पोळी,भात,मेथीची भाजी,आलूची भाजी","चहा,उपमा,पोळी",2018-05-27 10:58:19.686847+00:00
343,3,"चहा,दूध,मटकीची उसळ,पोळी,मेथीची भाजी,टमाटर चटणी","चहा,मटकीची उसळ,पोळी",2018-05-27 10:59:02.552001+00:00
344,1,"चहा,पोहे,पोळी,पत्ता कोबी,मेथीची भाजी,पालक वरण","चहा,पोहे,पोळी",2018-05-27 11:00:53.848860+00:00
344,2,"चहा,दूध,पोहे,पोळी,भात,मेथीची भाजी,वांग्याची भाजी","चहा,पोहे,पोळी",2018-05-27 11:01:33.888670+00:00
344,3,"चहा,दूध,मटकीची उसळ,पोळी,पत्ता कोबी","मटकीची उसळ,पोळी",2018-05-27 11:02:15.734199+00:00
345,1,"चहा,शिरा,पोळी,पत्ता कोबी,पालक वरण","चहा,शिरा,पोळी",2018-05-27 11:06:19.677670+00:00
345,2,"चहा,उपमा,पोळी,मेथीची भाजी,वांग्याची भाजी","चहा,उपमा,पोळी",2018-05-27 11:04:21.773173+00:00
345,3,"चहा,मटकीची उसळ,पोळी,भात,आलूची भाजी","चहा,मटकीची उसळ,पोळी",2018-05-27 11:05:15.738371+00:00
346,1,"चहा,पोहे,कढी,पोळी,भात,वांग्याची भाजी","चहा,पोहे",2018-05-27 11:09:03.865323+00:00
346,2,"चहा,उपमा,पोळी,मेथीची भाजी,पालक वरण,आलूची भाजी","चहा,उपमा,पोळी",2018-05-27 11:09:47.918315+00:00
346,3,"चहा,मटकीची उसळ,पोळी,भात,टमाटर चटणी,वांग्याची भाजी","चहा,पोळी",2018-05-27 11:10:22.821879+00:00
347,1,"चहा,उपमा,पोळी,भात,मेथीची भाजी,पालक वरण","चहा,उपमा,पोळी",2018-05-27 11:11:29.247932+00:00
347,2,"चहा,मटकीची उसळ,पोळी,पत्ता कोबी,मेथीची भाजी,पालक वरण","चहा,मटकीची उसळ,पोळी",2018-05-27 11:12:13.089729+00:00
347,3,"चहा,शिरा,पोळी,भात,पत्ता कोबी,टमाटर चटणी","चहा,शिरा",2018-05-27 11:13:05.419226+00:00
348,1,"चहा,दूध,उपमा,पोळी,भात,पत्ता कोबी,पालक वरण","चहा,उपमा,पोळी",2018-05-27 11:14:39.905073+00:00
348,2,"चहा,दूध,मटकीची उसळ,पोळी,पत्ता कोबी,मेथीची भाजी,पालक वरण","चहा,मटकीची उसळ,पोळी",2018-05-27 11:15:26.388527+00:00
348,3,"चहा,उपमा,पोळी,मेथीची भाजी,पालक वरण,टमाटर चटणी","चहा,उपमा,पोळी",2018-05-27 11:16:06.661262+00:00
349,1,"चहा,उपमा,पोळी,पत्ता कोबी,वांग्याची भाजी","चहा,उपमा,पोळी",2018-05-27 11:17:29.297414+00:00
349,2,"चहा,मटकीची उसळ,पोळी,मेथीची भाजी,पालक वरण","चहा,मटकीची उसळ,पोळी",2018-05-27 11:18:09.588403+00:00
349,3,"चहा,उपमा,पोळी,भात,टमाटर चटणी,वांग्याची भाजी","चहा,उपमा,पोळी",2018-05-27 11:18:45.172813+00:00
350,1,"चहा,दूध,मटकीची उसळ,पोळी,मेथीची भाजी,वांग्याची भाजी","चहा,मटकीची उसळ,पोळी",2018-05-27 11:20:21.256526+00:00
350,2,"चहा,उपमा,कढी,पोळी,भात,आलूची भाजी","चहा,उपमा,भात",2018-05-27 11:21:14.574210+00:00
350,3,"चहा,शिरा,पोळी,पत्ता कोबी,मेथीची भाजी","चहा,शिरा,पोळी",2018-05-27 11:22:00.621702+00:00
351,1,"चहा,उपमा,पोळी,मेथीची भाजी,वांग्याची भाजी","चहा,उपमा,पोळी",2018-05-27 13:50:42.029422+00:00
351,2,"चहा,पोहे,पोळी,पत्ता कोबी,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-05-27 13:51:27.210331+00:00
351,3,"चहा,पोहे,कढी,पोळी,भात,पत्ता कोबी,पालक वरण",चहा,2018-05-27 13:52:04.436031+00:00
352,1,"चहा,उपमा,पोळी,पत्ता कोबी,मेथीची भाजी","चहा,उपमा,पोळी",2018-05-27 13:53:31.347360+00:00
352,2,"चहा,पोहे,पोळी,भात,मेथीची भाजी,पालक वरण","चहा,पोहे,पोळी",2018-05-27 13:54:22.443809+00:00
352,3,"चहा,शिरा,पोळी,आलूची भाजी,वांग्याची भाजी","चहा,पोळी",2018-05-27 13:54:57.588105+00:00
353,1,"चहा,पोहे,पोळी,भात,मेथीची भाजी,वांग्याची भाजी","चहा,पोळी",2018-05-27 13:57:03.109624+00:00
353,2,"चहा,मटकीची उसळ,पोळी,भात,पत्ता कोबी,मेथीची भाजी,पालक वरण","चहा,मटकीची उसळ",2018-05-27 13:58:01.198609+00:00
353,3,"चहा,उपमा,पोळी,भात,टमाटर चटणी,वांग्याची भाजी","चहा,उपमा",2018-05-27 13:58:39.022080+00:00
354,1,"चहा,उपमा,पोळी,मेथीची भाजी,पालक वरण","चहा,उपमा,पोळी",2018-05-27 14:00:56.346650+00:00
354,2,"चहा,पोहे,पोळी,आलूची भाजी,टमाटर चटणी","चहा,पोळी",2018-05-27 14:01:37.907200+00:00
354,3,"चहा,पोहे,पोळी,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-05-27 14:02:21.767814+00:00
355,1,"चहा,उपमा,पोळी,भात,पालक वरण","चहा,उपमा,पोळी,पत्ता कोबी",2018-05-27 14:04:10.705012+00:00
355,2,"चहा,मटकीची उसळ,पोळी,पत्ता कोबी,मेथीची भाजी","चहा,मटकीची उसळ,पोळी,भात",2018-05-27 14:05:37.092736+00:00
355,3,"चहा,दूध,साबुदाणा उसळ,पोळी,पत्ता कोबी",चहा,2018-05-27 14:06:16.829014+00:00
356,1,"चहा,मटकीची उसळ,पोळी,पत्ता कोबी,टमाटर चटणी","चहा,मटकीची उसळ,पोळी",2018-05-27 14:07:43.465335+00:00
356,2,"चहा,उपमा,कढी,पोळी,भात,वांग्याची भाजी","चहा,उपमा,भात",2018-05-27 14:09:04.202586+00:00
356,3,"चहा,शिरा,पोळी,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-05-27 14:09:42.201443+00:00
357,1,"चहा,उपमा,पोळी,मेथीची भाजी,पालक वरण,टमाटर चटणी","चहा,उपमा,पोळी",2018-05-27 14:11:17.315177+00:00
357,2,"चहा,दूध,पोहे,पोळी,पालक वरण,वांग्याची भाजी","पोहे,पोळी",2018-05-27 14:12:28.078370+00:00
357,3,"चहा,दूध,उपमा,पोळी,मेथीची भाजी,टमाटर चटणी","चहा,उपमा,पोळी",2018-05-27 14:13:40.845561+00:00
358,1,"चहा,उपमा,पोळी,पत्ता कोबी,पालक वरण","चहा,उपमा,पोळी",2018-05-27 14:14:58.573677+00:00
358,2,"चहा,मटकीची उसळ,पोळी,पत्ता कोबी,वांग्याची भाजी","चहा,पोळी",2018-05-27 14:15:46.690323+00:00
358,3,"चहा,दूध,पोहे,पोळी,आलूची भाजी,टमाटर चटणी","चहा,पोळी",2018-05-27 14:16:32.666835+00:00
359,2,"चहा,पोहे,पोळी,आलूची भाजी,टमाटर चटणी","चहा,पोळी",2018-05-27 14:17:45.522521+00:00
359,3,"चहा,शिरा,पोळी,पत्ता कोबी,वांग्याची भाजी","चहा,पोळी",2018-05-27 14:18:49.430164+00:00
360,1,"चहा,शिरा,पोळी,भात,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-05-27 14:19:55.436217+00:00
360,2,"चहा,मटकीची उसळ,पोळी,पत्ता कोबी,मेथीची भाजी,पालक वरण","चहा,मटकीची उसळ,पोळी",2018-05-27 14:20:47.938308+00:00
360,3,"चहा,उपमा,पोळी,मेथीची भाजी,टमाटर चटणी","चहा,उपमा,पोळी",2018-05-27 14:21:56.666448+00:00
361,1,"चहा,उपमा,पोळी,पत्ता कोबी,वांग्याची भाजी","चहा,पोळी",2018-05-27 15:52:14.473709+00:00
361,2,"चहा,पोहे,पोळी,भात,पत्ता कोबी,टमाटर चटणी",चहा,2018-05-27 15:52:50.080242+00:00
361,3,"चहा,उपमा,पोळी,मेथीची भाजी,पालक वरण,टमाटर चटणी","चहा,पोळी",2018-05-27 15:53:34.938405+00:00
362,1,"चहा,उपमा,पोळी,भात,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-05-27 16:22:12.613593+00:00
362,2,"चहा,दूध,साबुदाणा उसळ,पोळी,वांग्याची भाजी",चहा,2018-05-27 16:22:50.526569+00:00
362,3,"चहा,उपमा,पोळी,मेथीची भाजी,आलूची भाजी","चहा,पोळी",2018-05-27 16:23:35.955744+00:00
363,1,"चहा,पोहे,पोळी,आलूची भाजी,टमाटर चटणी","चहा,पोळी",2018-05-27 16:24:36.519492+00:00
363,2,"चहा,शिरा,पोळी,बेसन,पालक वरण","चहा,पोळी",2018-05-27 16:25:14.637645+00:00
363,3,"चहा,उपमा,पोळी,खिचडी,बेसन,पत्ता कोबी",चहा,2018-05-27 16:25:52.048241+00:00
364,1,"चहा,उपमा,पोळी,पालक वरण,टमाटर चटणी","चहा,पोळी",2018-05-27 16:27:01.560300+00:00
364,2,"चहा,शिरा,पोळी,पत्ता कोबी,वांग्याची भाजी","चहा,पोळी",2018-05-27 16:27:45.919148+00:00
364,3,"चहा,पोहे,पोळी,भात,बेसन,मेथीची भाजी,पालक वरण",चहा,2018-05-27 16:28:32.699300+00:00
365,1,"चहा,उपमा,पोळी,भात,पालक वरण,टमाटर चटणी","चहा,पोळी",2018-05-27 16:29:44.980993+00:00
365,2,"चहा,शिरा,पोळी,मेथीची भाजी,पालक वरण,वांग्याची भाजी","चहा,पोळी",2018-05-27 16:30:22.687432+00:00
365,3,"चहा,उपमा,पोळी,भात,बेसन,आलूची भाजी","चहा,पोळी",2018-05-27 16:30:58.655065+00:00
366,1,"चहा,उपमा,पोळी,टमाटर चटणी,वांग्याची भाजी","चहा,पोळी",2018-05-27 16:32:05.879723+00:00
366,2,"चहा,पोहे,पोळी,पत्ता कोबी,आलूची भाजी","चहा,पोळी",2018-05-27 16:32:45.700221+00:00
366,3,"चहा,उपमा,पोळी,भात,बेसन,वांग्याची भाजी","चहा,पोळी",2018-05-27 16:33:29.184276+00:00
367,1,"चहा,पोहे,पोळी,भात,बेसन,पालक वरण","चहा,पोळी",2018-05-27 16:34:26.454907+00:00
367,2,"चहा,उपमा,पोळी,पत्ता कोबी,आलूची भाजी","चहा,पोळी",2018-05-27 16:35:08.910994+00:00
367,3,"चहा,पोहे,पोळी,पालक वरण,टमाटर चटणी","चहा,पोळी",2018-05-27 16:35:49.749020+00:00
368,1,"चहा,शिरा,पोळी,बेसन,वांग्याची भाजी","चहा,पोळी",2018-05-27 16:36:59.752913+00:00
368,2,"चहा,उपमा,पोळी,पत्ता कोबी,टमाटर चटणी","चहा,पोळी",2018-05-27 16:37:36.766739+00:00
368,3,"चहा,शिरा,पोळी,भात,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-05-27 16:38:19.278914+00:00
369,1,"चहा,उपमा,पोळी,पालक वरण,आलूची भाजी","चहा,पोळी",2018-05-27 16:39:34.462148+00:00
369,2,"चहा,पोहे,पोळी,पत्ता कोबी,वांग्याची भाजी","चहा,पोळी",2018-05-27 16:40:10.463700+00:00
369,3,"चहा,उपमा,पोळी,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-05-27 16:40:45.617105+00:00
370,1,"चहा,शिरा,पोळी,पालक वरण","चहा,पोळी,पालक वरण",2018-05-27 16:42:34.493307+00:00
370,2,"चहा,उपमा,पोळी,पत्ता कोबी,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-05-27 16:43:15.434789+00:00
370,3,"चहा,पोहे,भात,टमाटर चटणी,वांग्याची भाजी","चहा,पोळी",2018-05-27 16:43:56.305482+00:00
371,1,"चहा,उपमा,पोळी,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-05-27 16:45:06.269083+00:00
371,2,"चहा,पोहे,पोळी,पालक वरण,आलूची भाजी","चहा,पोळी",2018-05-27 16:45:46.263355+00:00
371,3,"चहा,दूध,पोळी,भात,बेसन,मेथीची भाजी,पालक वरण",पोहे,2018-05-27 16:46:27.369996+00:00
372,1,"चहा,पोहे,पोळी,भात,पत्ता कोबी,आलूची भाजी","चहा,पोळी",2018-05-27 16:48:30.136234+00:00
372,2,"चहा,उसाचा रस,पोळी,भात,पालक वरण,टमाटर चटणी","चहा,भात",2018-05-27 16:49:15.859457+00:00
372,3,"चहा,बिस्कीट,दूध,मटकीची उसळ,पोळी,भात,खिचडी,बेसन",चहा,2018-05-27 16:49:54.154776+00:00
373,1,"चहा,उपमा,पोळी,पालक वरण,आलूची भाजी","चहा,पोळी",2018-05-27 16:51:01.930734+00:00
373,2,"चहा,पोहे,पोळी,खिचडी,बेसन,आलूची भाजी",चहा,2018-05-27 16:51:37.334821+00:00
373,3,"चहा,दूध,पोळी,पालक वरण,आलूची भाजी","चहा,पोळी",2018-05-27 16:52:24.485281+00:00
374,1,"चहा,उपमा,पोळी,भात,खिचडी,बेसन,पालक वरण",चहा,2018-05-27 16:53:37.102458+00:00
374,2,"चहा,पोहे,मटकीची उसळ,पोळी,बेसन","चहा,पोळी",2018-05-27 16:54:13.110394+00:00
374,3,"चहा,दूध,पोळी,खिचडी,बेसन,आलूची भाजी",चहा,2018-05-27 16:54:52.550018+00:00
375,1,"चहा,पोहे,पोळी,बेसन,आलूची भाजी","चहा,पोळी",2018-05-27 16:55:47.868009+00:00
375,2,"चहा,उपमा,पोळी,भात,बेसन,पालक वरण","चहा,भात",2018-05-27 16:56:26.933429+00:00
375,3,"चहा,पोहे,पोळी,खिचडी,बेसन,टमाटर चटणी",,2018-05-27 16:57:04.627552+00:00
376,1,"चहा,दूध,उपमा,पोळी,खिचडी,बेसन,पत्ता कोबी",चहा,2018-05-27 16:57:56.064720+00:00
376,2,"चहा,उपमा,पोळी,भात,पालक वरण,आलूची भाजी","चहा,पोळी",2018-05-27 16:58:37.785094+00:00
376,3,"चहा,दूध,पोहे,पोळी,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-05-27 16:59:27.116329+00:00
377,1,"चहा,उपमा,पोळी,खिचडी,बेसन,मेथीची भाजी,पालक वरण",चहा,2018-05-27 17:00:27.074372+00:00
377,2,"चहा,दूध,उपमा,पोळी,भात,बेसन,आलूची भाजी","चहा,भात",2018-05-27 17:01:03.095322+00:00
377,3,"चहा,पोहे,पोळी,पत्ता कोबी,वांग्याची भाजी","चहा,पोळी",2018-05-27 17:01:42.884413+00:00
378,1,"चहा,दूध,पोळी,भात,खिचडी,बेसन,आलूची भाजी",चहा,2018-05-27 17:03:02.057368+00:00
378,2,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,आलूची भाजी",चहा,2018-05-27 17:03:51.689450+00:00
378,3,"चहा,उपमा,पोळी,खिचडी,टमाटर चटणी,वांग्याची भाजी","चहा,उपमा",2018-05-27 17:06:49.310509+00:00
379,1,"चहा,उपमा,मटकीची उसळ,पोळी,भात,खिचडी,बेसन",चहा,2018-05-27 17:07:57.967979+00:00
