Document_No,Day_No,Menu_1,Menu_2,Date/time
379,2,"चहा,दूध,पोहे,पोळी,भात,आलूची भाजी,टमाटर चटणी","चहा,पोळी",2018-05-27 17:08:34.671879+00:00
379,3,"चहा,दूध,पोळी,खिचडी,बेसन,पत्ता कोबी,पालक वरण",चहा,2018-05-27 17:09:28.132942+00:00
380,1,"चहा,उपमा,पोळी,पत्ता कोबी,टमाटर चटणी","चहा,पोळी",2018-05-27 17:10:18.335688+00:00
380,2,"चहा,पोहे,मटकीची उसळ,भाकर,पोळी,भात,बेसन",चहा,2018-05-27 17:10:55.743037+00:00
380,3,"चहा,उपमा,भाकर,पोळी,टमाटर चटणी,वांग्याची भाजी","चहा,उपमा",2018-05-27 17:11:37.720760+00:00
381,1,"चहा,उपमा,पोळी,आलूची भाजी,टमाटर चटणी","चहा,उपमा,पोळी",2018-05-27 17:12:26.557352+00:00
381,2,"चहा,दूध,साबुदाणा उसळ,पोळी,पत्ता कोबी,पालक वरण",चहा,2018-05-27 17:13:15.696727+00:00
381,3,"चहा,उपमा,भाकर,पोळी,बेसन,मेथीची भाजी,पालक वरण","चहा,उपमा",2018-05-27 17:13:54.946664+00:00
382,1,"चहा,उपमा,पोळी,खिचडी,बेसन,पत्ता कोबी,पालक वरण",चहा,2018-05-27 17:17:58.339871+00:00
382,1,"चहा,उपमा,पोळी,पत्ता कोबी,टमाटर चटणी","चहा,उपमा,पोळी",2018-05-27 17:15:21.762546+00:00
382,2,"चहा,पोहे,पोळी,भात,बेसन,वांग्याची भाजी","चहा,पोहे,पोळी",2018-05-27 17:16:10.759978+00:00
382,3,"चहा,मटकीची उसळ,पोळी,भात,खिचडी,बेसन","चहा,मटकीची उसळ",2018-05-27 17:16:52.710950+00:00
383,2,"चहा,उपमा,पोळी,खिचडी,मेथीची भाजी,पालक वरण,टमाटर चटणी","चहा,उपमा",2018-05-27 17:18:41.496954+00:00
383,3,"चहा,मटकीची उसळ,पोळी,भात,बेसन","चहा,मटकीची उसळ,पोळी",2018-05-27 17:19:16.252987+00:00
384,1,"चहा,उपमा,पोळी,बेसन,पालक वरण","चहा,उपमा,पोळी",2018-05-27 17:19:58.260862+00:00
384,2,"चहा,दूध,पोहे,पोळी,भात,पत्ता कोबी,आलूची भाजी","चहा,पोळी",2018-05-27 17:20:39.047084+00:00
384,3,"चहा,दूध,साबुदाणा उसळ,पोळी,वांग्याची भाजी",चहा,2018-05-27 17:21:15.401168+00:00
385,1,"चहा,पोहे,पोळी,खिचडी,बेसन,मेथीची भाजी,पालक वरण",चहा,2018-05-27 17:22:07.004723+00:00
385,2,"चहा,उपमा,भाकर,पोळी,बेसन,टमाटर चटणी","चहा,उपमा",2018-05-27 17:22:42.383889+00:00
385,3,"चहा,पोहे,पोळी,खिचडी,बेसन,पत्ता कोबी,पालक वरण","चहा,पोहे",2018-05-27 17:23:15.102900+00:00
386,1,"चहा,उपमा,पोळी,पत्ता कोबी,पालक वरण","चहा,उपमा,पोळी",2018-05-27 17:23:58.042143+00:00
386,2,"चहा,पोहे,मटकीची उसळ,पोळी,भात,टमाटर चटणी","चहा,पोळी",2018-05-27 17:24:39.926128+00:00
386,3,"चहा,उपमा,भाकर,पोळी,बेसन,टमाटर चटणी","चहा,उपमा",2018-05-27 17:25:17.121976+00:00
387,1,"चहा,दूध,साबुदाणा उसळ,पोळी,मेथीची भाजी,पालक वरण",चहा,2018-05-27 17:26:07.650902+00:00
387,2,"चहा,पोहे,पोळी,खिचडी,बेसन,आलूची भाजी","चहा,पोहे",2018-05-27 17:26:50.243572+00:00
387,3,"चहा,उपमा,पोळी,पत्ता कोबी,टमाटर चटणी","चहा,उपमा,पोळी",2018-05-27 17:27:26.624587+00:00
388,1,"चहा,उपमा,पोळी,पत्ता कोबी,आलूची भाजी","चहा,उपमा,पोळी",2018-05-27 17:28:19.657087+00:00
388,2,"चहा,उपमा,पोळी,पत्ता कोबी,आलूची भाजी","चहा,पोळी",2018-05-27 17:28:52.739869+00:00
388,3,"चहा,मटकीची उसळ,पोळी,भात,खिचडी,बेसन","चहा,मटकीची उसळ",2018-05-27 17:29:25.875160+00:00
389,1,"चहा,उपमा,पोळी,खिचडी,पत्ता कोबी",चहा,2018-05-27 17:30:06.850539+00:00
389,2,"चहा,उपमा,पोळी,बेसन,पालक वरण","चहा,पोळी",2018-05-27 17:30:36.916714+00:00
389,3,"चहा,मटकीची उसळ,पोळी,भात,टमाटर चटणी","चहा,मटकीची उसळ,पोळी",2018-05-27 17:31:13.947461+00:00
390,1,"चहा,उपमा,पोळी,खिचडी,बेसन,पत्ता कोबी","चहा,उपमा",2018-05-27 17:32:12.186231+00:00
390,2,"चहा,दूध,मटकीची उसळ,पोळी,भात,बेसन","चहा,मटकीची उसळ,पोळी",2018-05-27 17:32:47.121528+00:00
390,3,"चहा,पोहे,पोळी,भात,खिचडी,बेसन,आलूची भाजी",चहा,2018-05-27 17:33:23.840809+00:00
391,1,"चहा,मटकीची उसळ,पोळी,भात,खिचडी,बेसन","चहा,मटकीची उसळ",2018-05-27 17:34:10.177900+00:00
391,2,"चहा,उपमा,पोळी,टमाटर चटणी,वांग्याची भाजी","चहा,उपमा,पोळी",2018-05-27 17:34:50.039770+00:00
391,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,आलूची भाजी",चहा,2018-05-27 17:35:25.982732+00:00
392,1,"चहा,उपमा,पोळी,भात,खिचडी,टमाटर चटणी,वांग्याची भाजी","चहा,उपमा",2018-05-27 17:37:25.419548+00:00
392,2,"चहा,पोहे,पोळी,भात,खिचडी,बेसन,पत्ता कोबी,पालक वरण",चहा,2018-05-27 17:38:01.126140+00:00
392,3,"चहा,मटकीची उसळ,पोळी,भात,वांग्याची भाजी","चहा,मटकीची उसळ,पोळी",2018-05-27 17:38:35.909911+00:00
393,1,"चहा,दूध,उपमा,पोळी,भात,बेसन,पत्ता कोबी",चहा,2018-05-27 17:39:33.595926+00:00
393,2,"चहा,मटकीची उसळ,पोळी,भात,बेसन","चहा,मटकीची उसळ,पोळी",2018-05-27 17:40:18.618308+00:00
393,3,"चहा,पोहे,पोळी,भात,मेथीची भाजी,आलूची भाजी","चहा,पोहे,पोळी",2018-05-27 17:40:55.301735+00:00
394,1,"चहा,पोहे,पोळी,बेसन,मेथीची भाजी,पालक वरण","चहा,पोहे,पोळी",2018-05-27 17:41:59.025367+00:00
394,2,"चहा,उपमा,पोळी,भात,खिचडी,पालक वरण,टमाटर चटणी","चहा,उपमा",2018-05-27 17:42:35.444981+00:00
394,3,"चहा,दूध,साबुदाणा उसळ,पोळी,आलूची भाजी",चहा,2018-05-27 17:43:11.081486+00:00
395,1,"चहा,उपमा,पोळी,खिचडी,बेसन,मेथीची भाजी,पालक वरण",चहा,2018-05-27 17:43:46.845649+00:00
395,2,"चहा,मटकीची उसळ,पोळी,भात,पत्ता कोबी","चहा,मटकीची उसळ,पोळी",2018-05-27 17:44:20.483586+00:00
395,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,आलूची भाजी",चहा,2018-05-27 17:44:57.566008+00:00
396,1,"चहा,उपमा,पोळी,खिचडी,बेसन,मेथीची भाजी,पालक वरण",चहा,2018-05-27 17:45:49.985079+00:00
396,2,"चहा,पोहे,पोळी,भात,पत्ता कोबी,वांग्याची भाजी","चहा,पोळी",2018-05-27 17:46:28.461261+00:00
396,3,"चहा,मटकीची उसळ,पोळी,भात,टमाटर चटणी","चहा,मटकीची उसळ,पोळी",2018-05-27 17:47:02.017213+00:00
397,1,"चहा,मटकीची उसळ,पोळी,भात,बेसन","चहा,मटकीची उसळ,पोळी",2018-05-27 17:47:49.902421+00:00
397,2,"चहा,उपमा,पोळी,भात,पत्ता कोबी","चहा,पोळी",2018-05-27 17:48:41.242449+00:00
397,3,"चहा,मटकीची उसळ,पोळी,टमाटर चटणी","चहा,मटकीची उसळ,पोळी",2018-05-27 17:49:19.693491+00:00
398,1,"चहा,मटकीची उसळ,पोळी,भात,बेसन","चहा,पोळी",2018-05-27 17:50:07.290723+00:00
398,2,"चहा,उपमा,पोळी,भात,मेथीची भाजी,पालक वरण,टमाटर चटणी","चहा,उपमा",2018-05-27 17:50:41.792256+00:00
398,3,"चहा,दूध,साबुदाणा उसळ,पोळी,पत्ता कोबी",चहा,2018-05-27 17:51:09.477327+00:00
399,1,"चहा,उपमा,पोळी,खिचडी,बेसन,टमाटर चटणी","चहा,उपमा",2018-05-27 17:51:56.940818+00:00
399,2,"चहा,मटकीची उसळ,पोळी,भात,आलूची भाजी","चहा,मटकीची उसळ,पोळी",2018-05-27 17:52:45.097659+00:00
399,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पत्ता कोबी",चहा,2018-05-27 17:53:25.137612+00:00
400,1,"चहा,मटकीची उसळ,पोळी,भात,बेसन","चहा,मटकीची उसळ,पोळी",2018-05-27 17:54:04.591933+00:00
400,2,"चहा,उपमा,पोळी,खिचडी,मेथीची भाजी,पालक वरण,टमाटर चटणी","चहा,उपमा",2018-05-27 17:54:35.169225+00:00
400,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,आलूची भाजी",चहा,2018-05-27 17:55:07.442388+00:00
401,1,"चहा,मटकीची उसळ,पोळी,भात,बेसन","चहा,मटकीची उसळ,पोळी",2018-05-28 00:50:51.912161+00:00
401,2,"चहा,उपमा,पोळी,भात,पत्ता कोबी,टमाटर चटणी","चहा,उपमा,पोळी",2018-05-28 00:51:36.396667+00:00
401,3,"चहा,पोहे,पोळी,भात,बेसन,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-05-28 00:52:21.718303+00:00
402,1,"चहा,मटकीची उसळ,पोळी,भात,बेसन","चहा,मटकीची उसळ,पोळी",2018-05-28 00:53:08.849765+00:00
402,2,"चहा,उपमा,पोळी,खिचडी,आलूची भाजी,टमाटर चटणी",चहा,2018-05-28 00:53:37.716909+00:00
402,3,"चहा,पोहे,पोळी,पत्ता कोबी,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-05-28 00:54:19.409147+00:00
403,1,"चहा,मटकीची उसळ,पोळी,भात,बेसन","चहा,मटकीची उसळ,पोळी",2018-05-28 00:55:18.929176+00:00
403,2,"चहा,दूध,पोळी,भात,पत्ता कोबी,टमाटर चटणी","चहा,पोळी",2018-05-28 00:56:04.053214+00:00
403,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,आलूची भाजी",चहा,2018-05-28 00:56:48.198683+00:00
404,1,"चहा,मटकीची उसळ,पोळी,भात,बेसन","चहा,मटकीची उसळ,भात",2018-05-28 00:57:49.267688+00:00
404,2,"चहा,उपमा,पोळी,भात,पत्ता कोबी,आलूची भाजी","चहा,पोळी",2018-05-28 00:58:20.923887+00:00
404,3,"चहा,वाटाणा उसळ,पोळी,भात,पालक वरण,टमाटर चटणी",पोळी,2018-05-28 00:58:58.510323+00:00
405,1,"चहा,मटकीची उसळ,पोळी,भात,बेसन","चहा,मटकीची उसळ,पोळी",2018-05-28 01:00:03.071182+00:00
405,2,"चहा,उपमा,पोळी,भात,बेसन,आलूची भाजी","चहा,भात",2018-05-28 01:00:37.766071+00:00
405,3,"चहा,मटकीची उसळ,पोळी,भात,पत्ता कोबी","चहा,मटकीची उसळ,पोळी",2018-05-28 01:01:10.230194+00:00
406,1,"चहा,उपमा,पोळी,बेसन,वांग्याची भाजी","चहा,पोळी",2018-05-28 01:01:57.578741+00:00
406,2,"चहा,शिरा,पोळी,भात,खिचडी,बेसन,पालक वरण",चहा,2018-05-28 01:02:29.255679+00:00
406,3,"चहा,उपमा,पोळी,बेसन,आलूची भाजी","चहा,उपमा,पोळी",2018-05-28 01:03:05.921336+00:00
407,1,"चहा,पोहे,पोळी,भात,बेसन,आलूची भाजी","चहा,पोळी",2018-05-28 01:03:57.590972+00:00
407,2,"चहा,उपमा,पोळी,खिचडी,बेसन,टमाटर चटणी","चहा,उपमा",2018-05-28 01:04:34.718697+00:00
407,3,"चहा,दूध,साबुदाणा उसळ,पोळी,आलूची भाजी",चहा,2018-05-28 01:05:06.103393+00:00
408,1,"चहा,मटकीची उसळ,पोळी,भात,बेसन","चहा,मटकीची उसळ,पोळी",2018-05-28 01:05:58.314808+00:00
408,2,"चहा,पोहे,पोळी,भात,बेसन,पत्ता कोबी","चहा,पोळी",2018-05-28 01:06:34.059093+00:00
408,3,"चहा,उपमा,पोळी,पत्ता कोबी,टमाटर चटणी","चहा,उपमा,पोळी",2018-05-28 01:07:14.680990+00:00
409,1,"चहा,शिरा,पोळी,भात,खिचडी,बेसन,आलूची भाजी",चहा,2018-05-28 01:07:53.496942+00:00
409,2,"चहा,मटकीची उसळ,पोळी,भात,बेसन","चहा,मटकीची उसळ,भात",2018-05-28 01:08:25.639095+00:00
409,3,"चहा,उपमा,पोळी,भात,बेसन,पालक वरण","चहा,उपमा,पोळी",2018-05-28 01:09:25.922064+00:00
410,1,"चहा,उपमा,पोळी,भात,बेसन,वांग्याची भाजी","चहा,उपमा",2018-05-28 01:10:19.139561+00:00
410,2,"चहा,दूध,साबुदाणा उसळ,पोळी,मेथीची भाजी,पालक वरण",चहा,2018-05-28 01:10:49.630133+00:00
410,3,"चहा,पोहे,पोळी,बेसन,पत्ता कोबी","चहा,पोहे,पोळी",2018-05-28 01:11:23.848090+00:00
411,1,"चहा,उपमा,पोळी,बेसन,पत्ता कोबी","चहा,उपमा,पोळी",2018-05-28 01:12:08.871058+00:00
411,2,"चहा,मटकीची उसळ,पोळी,भात,बेसन","चहा,मटकीची उसळ,पोळी",2018-05-28 01:12:40.669435+00:00
411,3,"चहा,पोहे,पोळी,बेसन,आलूची भाजी","चहा,पोहे,पोळी",2018-05-28 01:13:13.726078+00:00
412,1,"चहा,उपमा,पोळी,बेसन,पत्ता कोबी","चहा,पोळी",2018-05-28 01:14:08.267958+00:00
412,3,"चहा,मटकीची उसळ,पोळी,भात,आलूची भाजी","चहा,मटकीची उसळ,पोळी",2018-05-28 01:15:45.256184+00:00
412,3,"चहा,दूध,उपमा,पोळी,भात,बेसन,पालक वरण",,2018-05-28 01:14:48.983009+00:00
413,1,"चहा,उपमा,पोळी,भात,खिचडी,बेसन,पालक वरण","चहा,उपमा",2018-05-28 01:16:33.581971+00:00
413,2,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",चहा,2018-05-28 01:17:02.213420+00:00
413,3,"चहा,उपमा,पोळी,बेसन,टमाटर चटणी","चहा,उपमा,पोळी",2018-05-28 01:17:30.184919+00:00
414,1,"चहा,उपमा,पोळी,खिचडी,बेसन,मेथीची भाजी,पालक वरण","चहा,उपमा",2018-05-28 01:18:17.426110+00:00
414,2,"चहा,मटकीची उसळ,पोळी,भात,खिचडी,बेसन","चहा,मटकीची उसळ",2018-05-28 01:18:48.253088+00:00
414,3,"चहा,पोहे,पोळी,भात,बेसन,पालक वरण","चहा,पोळी",2018-05-28 01:19:21.622767+00:00
415,1,"चहा,उपमा,पोळी,भात,बेसन,पालक वरण","चहा,पोळी",2018-05-28 01:20:20.575440+00:00
415,2,"चहा,मटकीची उसळ,पोळी,भात,आलूची भाजी","चहा,मटकीची उसळ,पोळी",2018-05-28 01:20:49.582384+00:00
415,3,"चहा,पोहे,पोळी,भात,मेथीची भाजी,पालक वरण,टमाटर चटणी","चहा,पोळी",2018-05-28 01:21:23.983753+00:00
416,1,"चहा,मटकीची उसळ,पोळी,भात,बेसन","चहा,मटकीची उसळ,पोळी",2018-05-28 01:22:24.613809+00:00
416,2,"चहा,पोहे,पोळी,भात,पत्ता कोबी,आलूची भाजी","चहा,पोळी",2018-05-28 01:22:53.481925+00:00
416,3,"चहा,उपमा,पोळी,खिचडी,बेसन,टमाटर चटणी",उपमा,2018-05-28 01:23:22.367011+00:00
417,1,"चहा,उपमा,पोळी,बेसन,मेथीची भाजी,पालक वरण","चहा,उपमा,पोळी",2018-05-28 01:24:27.665746+00:00
417,2,"चहा,मटकीची उसळ,पोळी,भात,आलूची भाजी","चहा,मटकीची उसळ,पोळी",2018-05-28 01:25:01.894303+00:00
417,3,"चहा,शिरा,पोळी,भात,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-05-28 01:25:32.635427+00:00
418,1,"चहा,उपमा,पोळी,खिचडी,बेसन,आलूची भाजी","चहा,उपमा",2018-05-28 01:26:29.554983+00:00
418,2,"चहा,ब्रेड,पोहे,पोळी,मेथीची भाजी,पालक वरण,टमाटर चटणी","चहा,पोळी",2018-05-28 01:27:02.344500+00:00
418,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण,आलूची भाजी",चहा,2018-05-28 01:27:45.800535+00:00
419,1,"चहा,दूध,मटकीची उसळ,भात,बेसन","चहा,मटकीची उसळ,पोळी",2018-05-28 01:28:50.199388+00:00
419,2,"चहा,उपमा,पोळी,भात,खिचडी,पत्ता कोबी,डाळ पालक","चहा,उपमा",2018-05-28 01:29:26.718290+00:00
419,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",चहा,2018-05-28 01:29:54.848424+00:00
420,1,"चहा,पोहे,पोळी,बेसन,मेथीची भाजी,टमाटर चटणी","चहा,पोळी",2018-05-28 01:30:41.069887+00:00
420,2,"चहा,मटकीची उसळ,पोळी,भात,खिचडी,बेसन","चहा,मटकीची उसळ",2018-05-28 01:31:18.693674+00:00
420,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",चहा,2018-05-28 01:31:55.967654+00:00
421,1,"चहा,उपमा,पोळी,बेसन,पत्ता कोबी","चहा,पोळी",2018-05-28 02:00:31.665231+00:00
421,2,"चहा,मटकीची उसळ,पोळी,भात,आलूची भाजी","चहा,मटकीची उसळ,पोळी",2018-05-28 02:01:07.484068+00:00
421,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",चहा,2018-05-28 02:01:40.321191+00:00
422,1,"चहा,पोहे,पोळी,भात,पालक वरण,आलूची भाजी","चहा,पोळी",2018-05-28 02:02:52.925605+00:00
422,2,"चहा,मटकीची उसळ,पोळी,भात,टमाटर चटणी","चहा,मटकीची उसळ,पोळी",2018-05-28 02:03:58.141556+00:00
422,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",,2018-05-28 02:04:52.603538+00:00
423,1,"चहा,पोहे,पोळी,भात,पत्ता कोबी,आलूची भाजी","चहा,पोळी",2018-05-28 02:05:41.633217+00:00
423,2,"चहा,मटकीची उसळ,पोळी,भात,बेसन","चहा,मटकीची उसळ,पोळी",2018-05-28 02:07:00.206171+00:00
423,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,आलूची भाजी",चहा,2018-05-28 02:08:10.170240+00:00
424,2,"चहा,दूध,मटकीची उसळ,पोळी,भात,वांग्याची भाजी","चहा,मटकीची उसळ,पोळी",2018-05-28 02:09:47.191158+00:00
424,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",दूध,2018-05-28 02:10:20.368882+00:00
425,1,"चहा,उपमा,पोळी,भात,पालक वरण,टमाटर चटणी","चहा,पोळी",2018-05-28 02:10:56.549712+00:00
425,1,"चहा,उपमा,पोळी,खिचडी,बेसन,पत्ता कोबी","चहा,उपमा",2018-05-28 02:08:57.915495+00:00
425,2,"चहा,पोहे,पोळी,भात,पत्ता कोबी,आलूची भाजी","चहा,पोळी",2018-05-28 02:11:34.604403+00:00
425,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",चहा,2018-05-28 02:12:05.047023+00:00
426,1,"चहा,मटकीची उसळ,पोळी,भात,खिचडी,बेसन","चहा,मटकीची उसळ",2018-05-28 02:12:48.838665+00:00
426,2,"चहा,उपमा,पोळी,भात,आलूची भाजी,टमाटर चटणी","चहा,पोळी",2018-05-28 02:13:19.910415+00:00
426,3,"चहा,दूध,साबुदाणा उसळ,खिचडी,बेसन",चहा,2018-05-28 02:13:52.548781+00:00
427,1,"चहा,उपमा,पोळी,भात,पत्ता कोबी,वांग्याची भाजी","चहा,पोळी",2018-05-28 02:14:43.608158+00:00
427,2,"चहा,पोहे,पोळी,खिचडी,आलूची भाजी",चहा,2018-05-28 02:15:18.139094+00:00
427,3,"चहा,उपमा,पोळी,टमाटर चटणी,वांग्याची भाजी","चहा,उपमा,पोळी",2018-05-28 02:15:48.451129+00:00
428,1,"चहा,मटकीची उसळ,पोळी,भात,खिचडी,बेसन","चहा,मटकीची उसळ",2018-05-28 02:16:34.026964+00:00
428,2,"चहा,पोहे,पोळी,भात,पालक वरण,टमाटर चटणी","चहा,पोहे,पोळी",2018-05-28 02:17:02.294820+00:00
428,3,"चहा,दूध,साबुदाणा उसळ,पालक वरण","चहा,पोळी",2018-05-28 02:17:41.288471+00:00
429,1,"चहा,पोहे,पोळी,भात,बेसन,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-05-28 02:18:21.798070+00:00
429,2,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,आलूची भाजी",चहा,2018-05-28 02:18:51.630155+00:00
429,3,"चहा,मटकीची उसळ,पोळी,भात,टमाटर चटणी","चहा,मटकीची उसळ,पोळी",2018-05-28 02:19:23.770352+00:00
430,1,"चहा,पोहे,पोळी,खिचडी,बेसन,पत्ता कोबी","चहा,पोहे",2018-05-28 02:20:29.058563+00:00
430,2,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",चहा,2018-05-28 02:20:57.532448+00:00
430,3,"चहा,मटकीची उसळ,पोळी,भात,टमाटर चटणी","चहा,मटकीची उसळ,पोळी",2018-05-28 02:21:40.548714+00:00
431,1,"चहा,उपमा,पोळी,भात,बेसन,पालक वरण","चहा,पोळी",2018-05-28 02:22:20.918604+00:00
431,2,"चहा,उपमा,पोळी,मेथीची भाजी,पालक वरण,आलूची भाजी","चहा,उपमा,पोळी",2018-05-28 02:22:53.744887+00:00
431,3,"चहा,पोहे,पोळी,भात,बेसन,आलूची भाजी","चहा,पोहे,पोळी",2018-05-28 02:23:22.390254+00:00
432,1,"चहा,उपमा,पोळी,भात,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-05-28 02:24:04.854426+00:00
432,2,"चहा,दूध,उपमा,पोळी,भात,बेसन,पालक वरण","चहा,पोळी",2018-05-28 02:24:34.031506+00:00
432,3,"चहा,पोहे,पोळी,भात,पत्ता कोबी,मेथीची भाजी,वांग्याचं भरीत","चहा,पोळी",2018-05-28 02:25:08.310108+00:00
433,1,"चहा,उपमा,पोळी,खिचडी,बेसन,आलूची भाजी","चहा,उपमा",2018-05-28 02:25:53.262631+00:00
433,2,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",चहा,2018-05-28 02:26:24.471150+00:00
433,3,"चहा,मटकीची उसळ,पोळी,भात,बेसन","चहा,मटकीची उसळ,भात",2018-05-28 02:27:00.427167+00:00
434,1,"चहा,उपमा,पोळी,खिचडी,बेसन","चहा,उपमा,बेसन",2018-05-28 02:27:36.653027+00:00
434,2,"चहा,पोहे,पोळी,भात,बेसन,आलूची भाजी","चहा,भात",2018-05-28 02:28:09.288958+00:00
434,3,"चहा,मटकीची उसळ,पोळी,भात,मेथीची भाजी","चहा,मटकीची उसळ,पोळी",2018-05-28 02:28:35.900437+00:00
435,1,"चहा,उपमा,पोळी,पत्ता कोबी,आलूची भाजी","चहा,उपमा,पोळी",2018-05-28 02:29:24.422935+00:00
435,2,"चहा,मटकीची उसळ,पोळी,भात,आलूची भाजी","चहा,मटकीची उसळ,पोळी",2018-05-28 02:29:56.543728+00:00
435,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",चहा,2018-05-28 02:30:25.929354+00:00
436,1,"चहा,उपमा,पोळी,बेसन,पत्ता कोबी","चहा,उपमा,पोळी",2018-05-28 02:31:11.909464+00:00
436,2,"चहा,मटकीची उसळ,कढी,पोळी,भात,आलूची भाजी","चहा,मटकीची उसळ,पोळी",2018-05-28 02:31:42.569989+00:00
436,3,"चहा,पोहे,पोळी,भात,पालक वरण,वांग्याची भाजी","चहा,पोळी",2018-05-28 02:33:00.341760+00:00
437,1,"चहा,उपमा,पोळी,बेसन,मेथीची भाजी,पालक वरण","चहा,उपमा,पोळी",2018-05-28 02:34:06.513126+00:00
437,2,"चहा,दूध,पोहे,पोळी,खिचडी,बेसन,आलूची भाजी",चहा,2018-05-28 02:34:38.657593+00:00
437,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",चहा,2018-05-28 02:35:21.102029+00:00
438,1,"चहा,मटकीची उसळ,पोळी,भात,बेसन","चहा,मटकीची उसळ,पोळी",2018-05-28 03:30:11.802973+00:00
438,2,"चहा,दूध,वाटाणा उसळ,पोळी,भात,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-05-28 03:31:05.306619+00:00
438,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",चहा,2018-05-28 03:31:52.146194+00:00
439,1,"चहा,उपमा,पोळी,बेसन,आलूची भाजी","चहा,उपमा,पोळी",2018-05-28 03:32:42.683941+00:00
439,2,"चहा,पोहे,पोळी,भात,खिचडी,बेसन,पालक वरण",,2018-05-28 03:33:28.931126+00:00
439,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,आलूची भाजी",चहा,2018-05-28 03:34:42.758270+00:00
440,1,"चहा,उपमा,पोळी,भात,बेसन,आलूची भाजी","चहा,पोळी",2018-05-28 03:35:16.273007+00:00
440,2,"चहा,मटकीची उसळ,पोळी,भात,पालक वरण","चहा,मटकीची उसळ,पोळी",2018-05-28 03:35:54.282757+00:00
440,3,"चहा,दहीवडे,पोळी,भात,खिचडी,बेसन,आलूची भाजी",चहा,2018-05-28 03:36:27.203243+00:00
441,1,"चहा,उपमा,पोळी,भात,खिचडी,बेसन,आलूची भाजी","चहा,उपमा",2018-05-28 03:37:13.312731+00:00
441,2,"चहा,दूध,दहीवडे,पोळी,भात,खिचडी,बेसन,पत्ता कोबी",चहा,2018-05-28 03:37:53.121475+00:00
441,3,"चहा,वाटाणा उसळ,पोळी,भात,वांग्याची भाजी","चहा,वाटाणा उसळ,पोळी",2018-05-28 03:38:26.516029+00:00
442,1,"चहा,पोहे,पोळी,भात,पालक वरण,टमाटर चटणी","चहा,पोळी",2018-05-28 03:39:39.894123+00:00
442,2,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,आलूची भाजी",चहा,2018-05-28 03:40:13.430263+00:00
442,3,"चहा,उपमा,पोळी,भात,खिचडी,बेसन,मेथीची भाजी","चहा,उपमा",2018-05-28 03:44:01.287720+00:00
443,1,"चहा,शिरा,पोळी,भात,खिचडी,बेसन,मेथीची भाजी,पालक वरण",चहा,2018-05-28 03:44:46.990439+00:00
443,2,"चहा,मटकीची उसळ,पोळी,भात,टमाटर चटणी","चहा,मटकीची उसळ,पोळी",2018-05-28 03:45:42.386504+00:00
443,3,"चहा,पोहे,पोळी,भात,खिचडी,बेसन,आलूची भाजी",चहा,2018-05-28 03:46:13.973428+00:00
444,1,"चहा,उपमा,पोळी,खिचडी,बेसन,टमाटर चटणी","चहा,उपमा",2018-05-28 03:47:17.772343+00:00
444,2,"चहा,दूध,पोहे,मटकीची उसळ,पोळी,भात,आलूची भाजी","चहा,पोहे,पोळी",2018-05-28 03:48:06.236678+00:00
444,3,"चहा,दूध,मटकीची उसळ,पोळी,भात,टमाटर चटणी","चहा,दूध,मटकीची उसळ,पोळी",2018-05-28 03:48:49.235115+00:00
445,1,"चहा,उपमा,पोळी,मेथीची भाजी,पालक वरण,टमाटर चटणी","चहा,उपमा,पोळी",2018-05-28 03:49:45.085269+00:00
445,2,"चहा,मटकीची उसळ,पोळी,भात,वांग्याची भाजी","चहा,मटकीची उसळ,पोळी,भात",2018-05-28 03:50:24.814496+00:00
