Document_No,Day_No,Menu_1,Menu_2,Date/time
138,3,"चहा,साबुदाणा उसळ,पोळी,भात,वांग्याची भाजी","चहा,दूध",2018-06-02 03:41:02.837891+00:00
139,1,"चहा,ब्रेड,उपमा,पोळी,भात,बेसन,वांग्याची भाजी","चहा,पोळी",2018-06-02 03:41:48.544296+00:00
139,2,"चहा,ब्रेड,दूध,उपमा,पोळी,बेसन,वांग्याची भाजी","चहा,पोळी",2018-06-02 03:42:26.936097+00:00
139,3,"चहा,ब्रेड,उपमा,कढी,भात,आलूची भाजी","चहा,उपमा,कढी,पोळी",2018-06-02 03:43:13.321996+00:00
140,1,"चहा,ब्रेड,उपमा,भाकर,पोळी,भात,बेसन,मेथीची भाजी",,2018-06-02 03:43:57.632067+00:00
140,2,"चहा,ब्रेड,दूध,पोळी,भात,खिचडी,मेथीची भाजी,अंड्याची भाजी",चहा,2018-06-02 03:44:41.227042+00:00
140,3,"चहा,उपमा,भात,पत्ता कोबी,पालक वरण","चहा,उपमा,पोळी",2018-06-02 03:45:20.060406+00:00
141,1,"चहा,उपमा,पोळी,भात,बेसन,अंड्याची भाजी","चहा,उपमा,पोळी",2018-06-02 03:46:03.010708+00:00
141,2,"चहा,दूध,पोळी,भात,खिचडी,बेसन,वांग्याची भाजी",चहा,2018-06-02 03:46:48.447115+00:00
141,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",दूध,2018-06-02 03:47:22.361408+00:00
142,1,"चहा,दूध,पोहे,पोळी,भात,बेसन,वांग्याची भाजी","चहा,पोळी,भात",2018-06-02 03:48:05.522229+00:00
142,2,"चहा,पोळी,भात,मेथीची भाजी,पालक वरण","चहा,दूध,पोळी,भात",2018-06-02 03:48:48.719532+00:00
142,3,"चहा,उपमा,कढी,भात,वांग्याची भाजी","चहा,दूध,उपमा,पोळी",2018-06-02 03:49:21.155448+00:00
143,1,"चहा,उपमा,पोळी,भात,पालक वरण,वांग्याची भाजी","चहा,दूध,उपमा,पोळी",2018-06-02 03:50:05.606927+00:00
143,2,"चहा,दूध,पोळी,भात,वांग्याची भाजी",चहा,2018-06-02 03:50:52.066813+00:00
143,3,"चहा,पोळी,भात,खिचडी,मेथीची भाजी,टमाटर चटणी","चहा,दूध,पोळी",2018-06-02 03:51:29.984577+00:00
144,1,"चहा,ब्रेड,उपमा,पोळी,भात,वांग्याची भाजी","चहा,दूध,मटकीची उसळ,पोळी",2018-06-02 03:52:22.901624+00:00
144,2,"चहा,ब्रेड,उपमा,भाकर,आलूची भाजी,वांग्याची भाजी","चहा,ब्रेड,दूध,पोळी",2018-06-02 03:53:02.780241+00:00
144,3,"चहा,साबुदाणा उसळ,पोळी,भात,वांग्याची भाजी",चहा,2018-06-02 03:53:29.222106+00:00
145,1,"चहा,मटकीची उसळ,पोळी,भात,खिचडी,बेसन,वांग्याची भाजी",चहा,2018-06-02 03:54:13.537858+00:00
145,2,"चहा,ब्रेड,दूध,पोळी,भात,खिचडी,पालक वरण,वांग्याची भाजी","दूध,पोळी",2018-06-02 03:54:55.681640+00:00
145,3,"चहा,दूध,कढी,पोळी,वांग्याची भाजी","चहा,पोळी,भात",2018-06-02 03:55:34.086135+00:00
146,1,"चहा,ब्रेड,उपमा,पोळी,भात,मेथीची भाजी,वांग्याची भाजी","चहा,पोळी",2018-06-02 03:56:21.745566+00:00
146,2,"चहा,साबुदाणा उसळ,पोळी,भात,वांग्याची भाजी",चहा,2018-06-02 03:56:56.383728+00:00
146,3,"चहा,ब्रेड,मटकीची उसळ,खिचडी,बेसन","चहा,मटकीची उसळ,पोळी",2018-06-02 03:57:32.692962+00:00
147,1,"चहा,ब्रेड,उपमा,पोळी,भात,बेसन,वांग्याची भाजी","चहा,दूध,उपमा,पोळी,भात",2018-06-02 03:58:19.770281+00:00
147,2,"चहा,उपमा,खिचडी,बेसन,वांग्याची भाजी","चहा,दूध,उपमा,पोळी",2018-06-02 03:58:52.505984+00:00
147,3,"चहा,साबुदाणा उसळ,पोळी,भात,वांग्याची भाजी",चहा,2018-06-02 03:59:21.895860+00:00
148,1,"चहा,उपमा,पोळी,भात,खिचडी,बेसन","चहा,उपमा,बेसन",2018-06-02 04:00:19.460816+00:00
148,2,"चहा,उपमा,पोळी,भात,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-06-02 04:01:10.663576+00:00
148,3,"चहा,दूध,साबुदाणा उसळ,पोळी,आलूची भाजी",चहा,2018-06-02 04:01:37.337266+00:00
149,1,"चहा,दूध,उपमा,पोळी,भात,टमाटर चटणी,वांग्याची भाजी",पोळी,2018-06-02 04:02:17.526520+00:00
149,2,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,वांग्याची भाजी",,2018-06-02 04:02:51.421827+00:00
149,3,"चहा,पोहे,पोळी,पत्ता कोबी,पालक वरण","चहा,पोळी,पत्ता कोबी",2018-06-02 04:03:24.544968+00:00
150,1,"चहा,बिस्कीट,उपमा,पोळी,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-06-02 04:04:15.080625+00:00
150,2,"चहा,बिस्कीट,उपमा,पोळी,बेसन,आलूची भाजी","चहा,दूध,पोळी",2018-06-02 04:04:52.281393+00:00
150,3,"चहा,ब्रेड,उपमा,कढी,भाकर,भात,मेथीची भाजी",दूध,2018-06-02 04:05:27.605101+00:00
151,1,"चहा,ब्रेड,दूध,उपमा,पोळी,आलूची भाजी,वांग्याची भाजी","दूध,उपमा,पोळी",2018-06-02 04:06:34.263619+00:00
151,2,"चहा,पोहे,पोळी,खिचडी,बेसन,मेथीची भाजी,पालक वरण","चहा,पोहे",2018-06-02 04:07:11.818503+00:00
151,3,"चहा,उपमा,पोळी,मेथीची भाजी,वांग्याची भाजी","चहा,दूध,पोळी",2018-06-02 04:07:44.340284+00:00
152,1,"चहा,ब्रेड,दूध,उपमा,पोळी,बेसन,पालक वरण,वांग्याची भाजी",पोळी,2018-06-02 04:08:43.548094+00:00
152,2,"चहा,ब्रेड,उपमा,पोळी,भात,बेसन,पालक वरण","चहा,दूध,उपमा,भात",2018-06-02 04:09:20.457236+00:00
152,3,"चहा,ब्रेड,दूध,उपमा,पोळी,खिचडी,बेसन,वांग्याची भाजी","चहा,उपमा",2018-06-02 04:10:03.742125+00:00
153,1,"चहा,उपमा,पोळी,भात,पालक वरण","दूध,उपमा,पोळी",2018-06-02 04:10:54.161944+00:00
153,2,"चहा,मटकीची उसळ,पोळी,बेसन","चहा,दूध,पोळी",2018-06-02 04:11:28.883405+00:00
153,3,"चहा,साबुदाणा उसळ,पोळी,भात",चहा,2018-06-02 04:12:03.918468+00:00
154,1,"चहा,मटकीची उसळ,पोळी,भात,पालक वरण,वांग्याची भाजी","चहा,दूध,पोळी",2018-06-02 04:12:47.334919+00:00
154,2,"चहा,साबुदाणा उसळ,पोळी,वांग्याची भाजी","दूध,साबुदाणा उसळ",2018-06-02 04:13:22.351897+00:00
154,3,"चहा,दूध,उपमा,भाकर,पोळी,भात,बेसन,पालक वरण",चहा,2018-06-02 04:13:59.103265+00:00
155,1,"चहा,बिस्कीट,दूध,उपमा,भाकर,पोळी,मेथीची भाजी,पालक वरण,वांग्याची भाजी","चहा,ब्रेड",2018-06-02 04:14:39.266517+00:00
155,2,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,वांग्याची भाजी",चहा,2018-06-02 04:15:10.258095+00:00
155,3,"चहा,पोहे,पोळी,भात,खिचडी,बेसन,मेथीची भाजी","चहा,दूध,पोहे",2018-06-02 04:15:48.435795+00:00
156,1,"चहा,ब्रेड,पोळी,पालक वरण,अंड्याची भाजी","चहा,दूध,पोळी,भात",2018-06-02 04:16:35.375564+00:00
156,2,"चहा,दूध,साबुदाणा उसळ,पोळी,वांग्याची भाजी",दूध,2018-06-02 04:17:07.806873+00:00
156,3,"चहा,बिस्कीट,उपमा,पोळी,भात,खिचडी,बेसन,पालक वरण,वांग्याची भाजी",चहा,2018-06-02 04:17:46.724804+00:00
157,1,"चहा,ब्रेड,उपमा,भाकर,पोळी,भात,बेसन,पालक वरण","चहा,दूध",2018-06-02 04:18:36.890199+00:00
157,2,"चहा,साबुदाणा उसळ,पोळी,भात,मेथीची भाजी,वांग्याचं भरीत",चहा,2018-06-02 04:19:18.583550+00:00
157,3,"चहा,दूध,कढी,पोळी,भात,खिचडी,बेसन,वांग्याची भाजी",,2018-06-02 04:19:49.042594+00:00
158,1,"चहा,बिस्कीट,उपमा,पोळी,खिचडी,बेसन","चहा,दूध,उसाचा रस,बेसन",2018-06-02 04:20:35.533776+00:00
158,2,"चहा,ब्रेड,पोळी,भात,खिचडी,बेसन,पालक वरण,वांग्याची भाजी","चहा,पोळी",2018-06-02 04:21:14.144201+00:00
158,3,"चहा,पोळी,खिचडी,टमाटर चटणी,वांग्याचं भरीत,वांग्याची भाजी","चहा,पोळी",2018-06-02 04:22:08.541874+00:00
159,1,"चहा,ब्रेड,उपमा,पोळी,भात,बेसन,पालक वरण","चहा,दूध,पोळी",2018-06-02 04:22:46.345458+00:00
159,2,"चहा,दूध,पोळी,भात,वांग्याची भाजी","चहा,दूध,पोळी,वांग्याची भाजी",2018-06-02 04:23:20.425030+00:00
159,3,"चहा,उपमा,भाकर,खिचडी,बेसन,मेथीची भाजी,पालक वरण","चहा,दूध",2018-06-02 04:24:01.185308+00:00
160,1,"चहा,उपमा,पोळी,भात,वांग्याची भाजी","चहा,दूध,भात,बेसन",2018-06-02 04:25:01.912701+00:00
160,2,"चहा,साबुदाणा उसळ,कढी,पोळी,वांग्याची भाजी",साबुदाणा उसळ,2018-06-02 04:25:41.583545+00:00
160,3,"चहा,दूध,उपमा,पोळी,भात,खिचडी,बेसन,पत्ता कोबी,पालक वरण",चहा,2018-06-02 04:26:13.085531+00:00
161,1,"चहा,उपमा,भाकर,पोळी,बेसन,वांग्याची भाजी",चहा,2018-06-02 04:27:20.867914+00:00
161,2,"चहा,पोहे,पोळी,भात,पत्ता कोबी,वांग्याची भाजी","चहा,पोहे,पोळी",2018-06-02 04:27:59.746894+00:00
161,3,"चहा,उपमा,पोळी,खिचडी,वांग्याची भाजी","चहा,दूध,वांग्याची भाजी",2018-06-02 04:28:38.614972+00:00
162,1,"चहा,दूध,उपमा,पोळी,भात,बेसन",चहा,2018-06-02 04:29:18.744735+00:00
162,2,"चहा,दूध,पोळी,भात,खिचडी,बेसन,पालक वरण",चहा,2018-06-02 04:29:51.810106+00:00
162,3,"चहा,साबुदाणा उसळ,पोळी,वांग्याची भाजी",चहा,2018-06-02 04:30:18.917507+00:00
163,1,"चहा,ब्रेड,दहीवडे,पोळी,भात,खिचडी,बेसन,पालक वरण",चहा,2018-06-02 04:31:03.445119+00:00
163,2,"चहा,पोहे,पोळी,वांग्याची भाजी","चहा,पोहे,पोळी,वांग्याची भाजी",2018-06-02 04:31:56.665042+00:00
163,3,"चहा,उपमा,पोळी,खिचडी,बेसन,पालक वरण","चहा,उपमा",2018-06-02 04:32:31.729257+00:00
164,1,"चहा,ब्रेड,पोळी,भात,पालक वरण,वांग्याची भाजी","चहा,पोळी",2018-06-02 04:33:22.431899+00:00
164,2,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,वांग्याची भाजी",चहा,2018-06-02 04:34:30.036445+00:00
164,3,"चहा,दूध,उपमा,पोळी,खिचडी,बेसन,मेथीची भाजी,पालक वरण",उपमा,2018-06-02 04:35:06.591428+00:00
165,1,"चहा,बिस्कीट,पोळी,भात,पालक वरण,अंड्याची भाजी","चहा,दूध,भात",2018-06-02 04:35:52.197649+00:00
165,2,"चहा,दूध,उपमा,पोळी,खिचडी,वांग्याची भाजी",चहा,2018-06-02 04:36:27.818715+00:00
165,3,"चहा,उपमा,भाकर,पोळी,मेथीची भाजी,वांग्याचं भरीत","चहा,उपमा",2018-06-02 04:36:58.238192+00:00
166,1,"चहा,शिरा,पोळी,भात,बेसन,वांग्याची भाजी","चहा,दूध,शिरा,पोळी",2018-06-02 04:37:47.111577+00:00
166,2,"चहा,उपमा,पोळी,भात,खिचडी,बेसन","चहा,उपमा",2018-06-02 04:38:26.401196+00:00
166,3,"चहा,दूध,मटकीची उसळ,पोळी,भात,वांग्याची भाजी",चहा,2018-06-02 04:39:00.286222+00:00
167,1,"चहा,पोळी,भात,खिचडी,बेसन,मेथीची भाजी","चहा,दूध",2018-06-02 04:39:38.970887+00:00
167,2,"चहा,उपमा,पोळी,भात,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-06-02 04:40:22.986251+00:00
167,3,"चहा,बिस्कीट,पोहे,भाकर,खिचडी,बेसन,मेथीची भाजी","चहा,दूध",2018-06-02 04:41:04.084613+00:00
168,2,"चहा,साबुदाणा उसळ,पोळी,भात,बेसन",चहा,2018-06-02 04:42:31.729901+00:00
168,2,"चहा,पोहे,पोळी,भात,आलूची भाजी,टमाटर चटणी","चहा,दूध,पोळी",2018-06-02 04:42:02.029113+00:00
168,3,"चहा,पोहे,कढी,भाकर,डाळ पालक,वांग्याचं भरीत","चहा,ब्रेड,पोहे,पोळी",2018-06-02 04:43:14.656553+00:00
169,1,"चहा,दूध,भाकर,पोळी,बेसन,पालक वरण",,2018-06-02 04:43:48.407013+00:00
169,2,"चहा,दूध,पोहे,भाकर,पोळी,मेथीची भाजी,पालक वरण,वांग्याची भाजी",चहा,2018-06-02 04:44:29.958099+00:00
169,3,"चहा,उपमा,पोळी,खिचडी,पत्ता कोबी,टमाटर चटणी","चहा,उपमा",2018-06-02 04:44:57.480870+00:00
170,1,"चहा,उपमा,पोळी,खिचडी,बेसन,वांग्याची भाजी","चहा,दूध",2018-06-02 04:45:34.050170+00:00
170,2,"चहा,बिस्कीट,पोळी,भात,पालक वरण","चहा,पोळी",2018-06-02 04:46:07.537777+00:00
170,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",चहा,2018-06-02 04:46:42.863282+00:00
171,1,"चहा,ब्रेड,उपमा,पोळी,भात,आलूची भाजी,अंड्याची भाजी","उपमा,पोळी",2018-05-22 03:26:23.248804+00:00
171,2,"चहा,ब्रेड,पोळी,भात,खिचडी,मेथीची भाजी",चहा,2018-05-22 03:27:44.780236+00:00
171,3,"चहा,ब्रेड,दूध,दहीवडे,खिचडी,बेसन,वांग्याची भाजी",,2018-05-22 03:29:02.204049+00:00
172,1,"चहा,उपमा,पोळी,भात,डाळ पालक,वांग्याची भाजी","चहा,ब्रेड,पोळी",2018-05-22 03:31:24.224666+00:00
172,2,"चहा,उपमा,पोळी,भात,मेथीची भाजी,पालक वरण","चहा,उपमा,पोळी",2018-05-22 03:32:35.018687+00:00
172,3,"चहा,दूध,उपमा,पोळी,भात,खिचडी,बेसन,पालक वरण",चहा,2018-05-22 03:33:50.281159+00:00
173,1,"चहा,पोहे,पोळी,भात,पत्ता कोबी,पालक वरण","पोळी,भात,पालक वरण",2018-05-22 03:36:39.544993+00:00
173,2,"चहा,बिस्कीट,पोळी,भात,मेथीची भाजी","चहा,पोळी,पालक वरण,वांग्याची भाजी",2018-05-22 03:38:31.856184+00:00
173,3,"चहा,मटकीची उसळ,पोळी,भात,पालक वरण","चहा,कढी,भात",2018-05-22 03:39:29.726953+00:00
174,1,"चहा,ब्रेड,उपमा,पोळी,भात,पालक वरण,टमाटर चटणी","चहा,उपमा,पोळी",2018-05-22 03:41:25.310192+00:00
174,2,"चहा,दूध,साबुदाणा उसळ,पोळी,वांग्याची भाजी",,2018-05-22 03:42:20.457419+00:00
174,3,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,पत्ता कोबी,टमाटर चटणी","चहा,पोळी",2018-05-22 03:43:41.274314+00:00
175,1,"चहा,ब्रेड,दूध,उपमा,मटकीची उसळ,पोळी,भात,मेथीची भाजी","चहा,उपमा,पोळी,भात",2018-05-22 03:46:11.007408+00:00
175,2,"चहा,दूध,उपमा,पोळी,भात,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-05-22 03:48:04.811297+00:00
175,3,"चहा,दूध,उपमा,कढी,पोळी,खिचडी,बेसन,वांग्याची भाजी",चहा,2018-05-22 03:50:05.068141+00:00
176,1,"चहा,ब्रेड,उपमा,पोळी,भात,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-05-22 03:52:08.393303+00:00
176,2,"चहा,ब्रेड,दूध,उपमा,भाकर,पोळी,भात,बेसन,आलूची भाजी","चहा,उपमा",2018-05-22 03:53:55.132891+00:00
176,3,"चहा,दूध,पोहे,पोळी,भात,खिचडी,बेसन,मेथीची भाजी,पालक वरण","चहा,पोहे",2018-05-22 03:56:49.950823+00:00
177,1,"चहा,ब्रेड,दूध,पोळी,भात,खिचडी,बेसन,मेथीची भाजी,पालक वरण",चहा,2018-05-22 13:18:08.453186+00:00
177,2,"चहा,ब्रेड,उपमा,पोळी,भात,बेसन,वांग्याची भाजी","चहा,उपमा,पोळी",2018-05-22 13:19:26.717659+00:00
177,3,"चहा,दूध,पोहे,पोळी,भात,बेसन,टमाटर चटणी","चहा,पोळी",2018-05-22 13:20:28.091498+00:00
178,1,"चहा,ब्रेड,दूध,उपमा,खिचडी,बेसन,मेथीची भाजी,पालक वरण","चहा,उपमा",2018-05-22 13:22:25.633665+00:00
178,2,"चहा,ब्रेड,दूध,उपमा,पोळी,पत्ता कोबी,पालक वरण","चहा,उपमा,पोळी",2018-05-22 13:23:47.509755+00:00
178,3,"चहा,ब्रेड,पोहे,पोळी,भात,बेसन,मेथीची भाजी",चहा,2018-05-22 13:24:53.471736+00:00
179,1,"चहा,ब्रेड,दूध,उपमा,उसाचा रस,पोळी,टमाटर चटणी,वांग्याची भाजी","दूध,पोळी",2018-05-22 13:27:55.284120+00:00
179,2,"चहा,ब्रेड,उपमा,खिचडी,वांग्याची भाजी","चहा,ब्रेड,उपमा,पोळी",2018-05-22 13:28:57.173938+00:00
179,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",दूध,2018-05-22 13:30:12.729953+00:00
180,1,"चहा,बिस्कीट,दूध,उपमा,पोळी,भात,वांग्याचं भरीत,वांग्याची भाजी","चहा,पोळी",2018-05-22 13:33:18.452179+00:00
180,2,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,बेसन,अंड्याची भाजी","चहा,उपमा,पोळी",2018-05-22 13:48:39.835037+00:00
180,3,"चहा,ब्रेड,दूध,उपमा,पोळी,मेथीची भाजी,टमाटर चटणी","चहा,पोळी",2018-05-22 13:49:35.975504+00:00
181,1,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,पत्ता कोबी,पालक वरण,आलूची भाजी","चहा,उपमा,पोळी",2018-05-22 13:52:16.934206+00:00
181,2,"चहा,ब्रेड,दूध,पोहे,कढी,पोळी,भात,वांग्याचं भरीत","चहा,पोहे,पोळी",2018-05-22 13:53:12.672604+00:00
181,3,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,खिचडी,बेसन,मेथीची भाजी,पालक वरण",चहा,2018-05-22 13:54:17.772071+00:00
182,1,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,खिचडी,बेसन,वांग्याची भाजी","चहा,उपमा",2018-05-22 13:56:06.677065+00:00
182,2,"चहा,ब्रेड,दूध,पोहे,पोळी,टमाटर चटणी,वांग्याचं भरीत","चहा,पोहे,पोळी",2018-05-22 13:57:16.345577+00:00
182,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,बटाटा वडी",चहा,2018-05-22 13:58:17.787249+00:00
183,1,"चहा,ब्रेड,पोळी,भात,बेसन,मेथीची भाजी","चहा,पोळी",2018-05-23 07:06:47.409646+00:00
183,2,"चहा,उपमा,पोळी,भात,पालक वरण,टमाटर चटणी","चहा,उपमा,पोळी",2018-05-23 07:07:55.638144+00:00
183,3,"चहा,मटकीची उसळ,पोळी,भात,टमाटर चटणी","चहा,मटकीची उसळ,भात",2018-05-23 07:08:52.783025+00:00
184,1,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,बेसन,मेथीची भाजी,पालक वरण","चहा,उपमा,पोळी",2018-05-23 07:11:14.607040+00:00
184,2,"चहा,ब्रेड,उसाचा रस,पोळी,पत्ता कोबी,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-05-23 07:12:52.364707+00:00
184,3,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,खिचडी,बेसन,पालक वरण",उपमा,2018-05-23 07:13:47.707539+00:00
185,1,"चहा,ब्रेड,उपमा,कढी,पोळी,बेसन,वांग्याचं भरीत","चहा,पोळी",2018-05-23 07:15:34.386157+00:00
185,2,"चहा,ब्रेड,पोळी,भात,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-05-23 07:16:51.423786+00:00
185,3,"चहा,ब्रेड,दूध,पोळी,खिचडी,बेसन,पत्ता कोबी",चहा,2018-05-23 07:17:44.863235+00:00
186,1,"चहा,ब्रेड,उपमा,पोळी,भात,मेथीची भाजी,वांग्याचं भरीत","चहा,उपमा,पोळी",2018-05-23 07:20:11.852465+00:00
186,2,"चहा,ब्रेड,दूध,उपमा,मटकीची उसळ,पोळी,भात,वांग्याची भाजी","चहा,पोळी",2018-05-23 07:20:54.243561+00:00
186,3,"चहा,ब्रेड,दूध,पोळी,भात,बेसन,टमाटर चटणी","चहा,पोळी",2018-05-23 07:21:41.530362+00:00
187,1,"चहा,ब्रेड,उपमा,पोळी,भात,बेसन,मेथीची भाजी,पालक वरण","चहा,उपमा,पोळी",2018-05-23 07:24:59.612870+00:00
187,2,"चहा,ब्रेड,उपमा,पोळी,भात,पालक वरण,आलूची भाजी,वांग्याचं भरीत","चहा,उसाचा रस,पोळी",2018-05-23 07:26:15.153126+00:00
187,3,"चहा,ब्रेड,दूध,पोळी,खिचडी,बेसन,पालक वरण",चहा,2018-05-23 07:27:07.926777+00:00
188,1,"चहा,ब्रेड,दूध,शिरा,पोळी,भात,पत्ता कोबी,वांग्याची भाजी","चहा,पोळी",2018-05-23 07:29:48.964866+00:00
188,2,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,पालक वरण,टमाटर चटणी","चहा,उपमा,पोळी",2018-05-23 07:30:40.949123+00:00
188,3,"चहा,बिस्कीट,पोहे,कढी,खिचडी,बेसन,वांग्याची भाजी","चहा,पोहे,पोळी",2018-05-23 07:31:34.900009+00:00
189,1,"चहा,ब्रेड,उपमा,पोळी,भात,डाळ पालक,अंड्याची भाजी","चहा,पोळी,भात",2018-05-23 07:33:51.762439+00:00
189,2,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,खिचडी,पालक वरण,टमाटर चटणी,वांग्याची भाजी","चहा,उपमा",2018-05-23 07:34:46.423213+00:00
189,3,"चहा,ब्रेड,पोळी,खिचडी,मेथीची भाजी,आलूची भाजी","चहा,पोळी",2018-05-23 07:35:59.405210+00:00
190,1,"चहा,बिस्कीट,दूध,उपमा,पोळी,भात,मेथीची भाजी,पालक वरण,टमाटर चटणी","उपमा,पोळी",2018-05-23 07:38:13.330031+00:00
190,2,"चहा,ब्रेड,उपमा,कढी,पोळी,भात,मेथीची भाजी,पालक वरण","चहा,ब्रेड,पोळी",2018-05-23 07:39:26.061746+00:00
190,3,"चहा,ब्रेड,पोहे,पोळी,भात,बेसन,टमाटर चटणी","चहा,पोहे,पोळी",2018-05-23 07:40:20.037839+00:00
191,1,"चहा,ब्रेड,उपमा,पोळी,भात,खिचडी,बेसन,मेथीची भाजी,पालक वरण","चहा,उपमा",2018-05-23 07:42:16.499257+00:00
191,2,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",दूध,2018-05-23 07:42:57.166817+00:00
191,3,"चहा,ब्रेड,दूध,पोळी,भात,मेथीची भाजी,पालक वरण,वांग्याची भाजी","चहा,पोळी,भात",2018-05-23 07:43:55.591486+00:00
192,1,"चहा,ब्रेड,कढी,पोळी,भात,खिचडी,पालक वरण,वांग्याची भाजी",पोळी,2018-05-23 07:45:19.230274+00:00
192,2,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,डाळ पालक",चहा,2018-05-23 07:46:21.024019+00:00
192,3,"चहा,ब्रेड,मटकीची उसळ,कढी,भाकर,पोळी,भात,बेसन","चहा,दूध",2018-05-23 07:47:16.325572+00:00
193,1,"चहा,ब्रेड,दूध,उपमा,कढी,पोळी,भात,वांग्याचं भरीत","चहा,पोळी",2018-05-23 09:35:54.238780+00:00
193,2,"चहा,दूध,पोहे,शिरा,कढी,पोळी,बेसन,वांग्याची भाजी","पोहे,पोळी",2018-05-23 09:37:05.046635+00:00
193,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण","चहा,दूध",2018-05-23 09:38:00.920933+00:00
194,1,"चहा,ब्रेड,उपमा,पोळी,भात,पालक वरण,वांग्याची भाजी","चहा,दूध,उपमा,पोळी",2018-05-23 09:40:28.139636+00:00
194,2,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,मेथीची भाजी,पालक वरण,वांग्याचं भरीत","चहा,पोळी",2018-05-23 09:41:26.731562+00:00
194,3,"चहा,दूध,साबुदाणा उसळ,भात,पालक वरण",चहा,2018-05-23 09:42:08.631604+00:00
195,1,"चहा,उपमा,पोळी,भात,खिचडी,बेसन,पालक वरण","चहा,उपमा",2018-05-23 09:44:18.795038+00:00
195,2,"चहा,ब्रेड,दूध,पोळी,भात,खिचडी,बेसन,अंड्याची भाजी",चहा,2018-05-23 09:45:13.387301+00:00
195,3,"चहा,दूध,साबुदाणा उसळ,कढी,पोळी,मेथीची भाजी",चहा,2018-05-23 09:46:04.600461+00:00
196,1,"चहा,बिस्कीट,दूध,उपमा,कढी,पोळी,भात,मेथीची भाजी,पालक वरण,वांग्याची भाजी","उपमा,पोळी",2018-05-23 09:48:51.019819+00:00
196,2,"चहा,दूध,शिरा,पोळी,वांग्याची भाजी","चहा,दूध",2018-05-23 09:49:54.416012+00:00
196,3,"चहा,ब्रेड,उपमा,पोळी,मेथीची भाजी,पालक वरण,टमाटर चटणी","चहा,पोळी",2018-05-23 09:50:51.255796+00:00
197,1,"चहा,उपमा,भाकर,पोळी,टमाटर चटणी,वांग्याची भाजी","चहा,उपमा",2018-05-23 09:52:59.873941+00:00
197,2,"चहा,ब्रेड,उपमा,पोळी,भात,मेथीची भाजी,टमाटर चटणी,वांग्याचं भरीत",चहा,2018-05-23 09:53:54.753082+00:00
197,3,"चहा,ब्रेड,दूध,उपमा,कढी,पोळी,खिचडी,बेसन,पत्ता कोबी","चहा,उपमा",2018-05-23 09:54:45.481350+00:00
198,1,"चहा,ब्रेड,उपमा,पोळी,भात,टमाटर चटणी,वांग्याची भाजी","चहा,उपमा,पोळी",2018-05-23 09:56:26.593632+00:00
198,2,"चहा,ब्रेड,दूध,पोहे,कढी,पोळी,भात,आलूची भाजी",चहा,2018-05-23 09:57:13.835928+00:00
198,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,वांग्याची भाजी",चहा,2018-05-23 09:57:58.511568+00:00
199,1,"चहा,ब्रेड,पोहे,भाकर,पोळी,बेसन,मेथीची भाजी,पालक वरण","चहा,पोहे",2018-05-23 10:00:51.490723+00:00
199,2,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,बेसन,पालक वरण","चहा,उपमा,पोळी",2018-05-23 10:01:35.012004+00:00
199,3,"चहा,शिरा,मटकीची उसळ,पोळी,भात,वांग्याची भाजी","चहा,पोळी",2018-05-23 10:02:24.984687+00:00
200,1,"चहा,ब्रेड,पोहे,पोळी,भात,खिचडी,बेसन,आलूची भाजी",चहा,2018-05-23 10:05:26.983979+00:00
200,2,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण","चहा,दूध",2018-05-23 10:06:11.216942+00:00
200,3,"चहा,दूध,उपमा,पोळी,भात,पालक वरण,वांग्याचं भरीत","चहा,उपमा,पोळी",2018-05-23 10:06:58.115788+00:00
