Document_No,Day_No,Menu_1,Menu_2,Date/time
22,2,"चहा,ब्रेड,उसाचा रस,कढी,पोळी,भात,पत्ता कोबी,आलूची भाजी",पोळी,2018-06-02 02:23:55.718510+00:00
22,3,"चहा,पोहे,पोळी,भात,पालक वरण,टमाटर चटणी","चहा,पोहे,पोळी",2018-06-02 02:24:25.607193+00:00
23,1,"चहा,ब्रेड,दूध,शिरा,पोळी,भात,आलूची भाजी,टमाटर चटणी",पोळी,2018-06-02 02:25:29.154865+00:00
23,2,"चहा,साबुदाणा उसळ,पोळी,भात,पालक वरण",चहा,2018-06-02 02:25:54.929982+00:00
23,3,"चहा,बिस्कीट,पोळी,बेसन,वांग्याची भाजी","चहा,पोळी",2018-06-02 02:26:25.819754+00:00
24,1,"चहा,उपमा,मटकीची उसळ,पोळी,भात,बेसन","चहा,भात",2018-06-02 02:27:18.310405+00:00
24,2,"चहा,ब्रेड,पोहे,पोळी,भात,पालक वरण,वांग्याची भाजी","चहा,पोहे,पोळी",2018-06-02 02:27:50.836518+00:00
24,3,"चहा,ब्रेड,उपमा,पोळी,खिचडी,बेसन,मेथीची भाजी","चहा,उपमा",2018-06-02 02:28:23.731804+00:00
25,1,"चहा,ब्रेड,पोहे,पोळी,बेसन,टमाटर चटणी","चहा,पोहे,पोळी",2018-06-02 02:29:10.531447+00:00
25,2,"चहा,दूध,साबुदाणा उसळ,पोळी,वांग्याची भाजी",,2018-06-02 02:29:42.489522+00:00
25,3,"चहा,ब्रेड,पोहे,पोळी,भात,खिचडी,बेसन,पालक वरण,वांग्याची भाजी",चहा,2018-06-02 02:30:28.977141+00:00
26,1,"चहा,ब्रेड,उपमा,पोळी,भात,बेसन,पालक वरण,वांग्याची भाजी","चहा,उपमा,पोळी",2018-06-02 02:31:18.690209+00:00
26,2,"चहा,साबुदाणा उसळ,पोळी,भात,आलूची भाजी",चहा,2018-06-02 02:31:49.391993+00:00
26,3,"चहा,दूध,पोळी,भात,खिचडी,बेसन,टमाटर चटणी",चहा,2018-06-02 02:32:26.811865+00:00
27,1,"चहा,ब्रेड,दूध,मटकीची उसळ,पोळी,पत्ता कोबी,वांग्याची भाजी","चहा,मटकीची उसळ,पोळी",2018-06-02 02:33:20.990010+00:00
27,2,"चहा,दूध,पोळी,भात,पत्ता कोबी,पालक वरण",पोळी,2018-06-02 02:33:48.869041+00:00
27,3,"चहा,दूध,पोहे,मटकीची उसळ,पोळी,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-06-02 02:34:26.038967+00:00
28,1,"चहा,दूध,उपमा,पोळी,भात,बेसन,वांग्याची भाजी","उपमा,पोळी",2018-06-02 02:35:27.770556+00:00
28,2,"चहा,उपमा,पोळी,भात,पालक वरण,आलूची भाजी","चहा,पोळी",2018-06-02 02:36:03.501296+00:00
28,3,"चहा,मटकीची उसळ,पोळी,पत्ता कोबी,टमाटर चटणी","चहा,पोळी",2018-06-02 02:36:36.302270+00:00
29,1,"चहा,ब्रेड,दूध,पोहे,पोळी,खिचडी,बेसन,पत्ता कोबी","चहा,बिस्कीट",2018-06-02 02:37:23.234587+00:00
29,2,"चहा,ब्रेड,दूध,चण्याची उसळ,पोळी,टमाटर चटणी,वांग्याची भाजी","चहा,पोळी",2018-06-02 02:38:01.791683+00:00
29,3,"चहा,दूध,उपमा,पोळी,खिचडी,टमाटर चटणी,वांग्याची भाजी",चहा,2018-06-02 02:38:46.590660+00:00
30,1,"चहा,बिस्कीट,दूध,मटकीची उसळ,खिचडी,बेसन",चहा,2018-06-02 02:39:40.791735+00:00
30,2,"चहा,दूध,उपमा,पोळी,भात,वांग्याची भाजी","चहा,बिस्कीट,मटकीची उसळ,पोळी",2018-06-02 02:40:15.561060+00:00
30,3,"चहा,दूध,पोहे,पोळी,खिचडी,बेसन,आलूची भाजी","चहा,पोहे",2018-06-02 02:40:41.328453+00:00
31,1,"चहा,बिस्कीट,उपमा,मटकीची उसळ,पोळी,भात,मेथीची भाजी,वांग्याची भाजी",पोळी,2018-06-02 02:41:32.470836+00:00
31,2,"चहा,दूध,साबुदाणा उसळ,पोळी,आलूची भाजी",चहा,2018-06-02 02:42:02.489591+00:00
31,3,"चहा,मटकीची उसळ,पोळी,खिचडी,बेसन,पत्ता कोबी",चहा,2018-06-02 02:42:33.269322+00:00
32,1,"चहा,उपमा,शिरा,पोळी,पालक वरण,वांग्याची भाजी",पोळी,2018-06-02 02:43:26.649836+00:00
32,2,"चहा,दूध,साबुदाणा उसळ,पोळी,आलूची भाजी",,2018-06-02 02:43:53.249504+00:00
32,3,"चहा,उपमा,पोळी,भात,आलूची भाजी,टमाटर चटणी","चहा,पोळी",2018-06-02 02:44:30.209630+00:00
33,1,"चहा,उसाचा रस,वाटाणा उसळ,पोळी,आलूची भाजी","चहा,वाटाणा उसळ,पोळी",2018-06-02 02:45:20.711706+00:00
33,2,"चहा,ब्रेड,उपमा,पोळी,भात,वांग्याची भाजी","चहा,दूध,पोळी,वांग्याची भाजी",2018-06-02 02:46:14.392573+00:00
33,3,"चहा,ब्रेड,दूध,पोळी,भात,पालक वरण,टमाटर चटणी","दूध,पोळी",2018-06-02 02:46:46.274901+00:00
34,1,"चहा,ब्रेड,उपमा,पोळी,पालक वरण,वांग्याची भाजी","चहा,दूध,उपमा,पोळी",2018-06-02 02:47:31.913142+00:00
34,2,"चहा,ब्रेड,दूध,पोळी,पालक वरण,टमाटर चटणी,वांग्याचं भरीत","चहा,पोळी",2018-06-02 02:48:04.077061+00:00
34,3,"चहा,ब्रेड,उपमा,भात,खिचडी,बेसन,पालक वरण","चहा,उपमा",2018-06-02 02:48:35.539429+00:00
35,1,"चहा,बिस्कीट,पोळी,भात,पालक वरण,टमाटर चटणी","चहा,पोळी",2018-06-02 02:49:14.834600+00:00
35,2,"चहा,उपमा,खिचडी,मेथीची भाजी,वांग्याचं भरीत","चहा,उपमा,पोळी",2018-06-02 02:49:46.378121+00:00
35,3,"चहा,दूध,साबुदाणा उसळ,पोळी,वांग्याची भाजी","चहा,दूध",2018-06-02 02:50:14.494802+00:00
36,1,"चहा,पोहे,पोळी,पालक वरण,वांग्याची भाजी","चहा,पोळी,वांग्याची भाजी",2018-06-02 02:51:30.001490+00:00
36,2,"चहा,उपमा,पोळी,पत्ता कोबी,वांग्याची भाजी","चहा,पोळी",2018-06-02 02:52:04.738065+00:00
36,3,"चहा,पोहे,पोळी,पालक वरण,आलूची भाजी","चहा,पोळी",2018-06-02 02:52:33.082467+00:00
37,1,"चहा,ब्रेड,कढी,पोळी,भात,बेसन","चहा,ब्रेड",2018-06-02 02:53:25.616334+00:00
37,2,"चहा,दूध,मटकीची उसळ,पोळी,वांग्याची भाजी",चहा,2018-06-02 02:53:54.945091+00:00
37,3,"चहा,दूध,पोहे,पोळी,भात,पत्ता कोबी,टमाटर चटणी","पोहे,पोळी",2018-06-02 02:54:36.889267+00:00
38,1,"चहा,ब्रेड,उपमा,पोळी,भात,खिचडी,बेसन,पालक वरण","चहा,उपमा",2018-06-02 02:55:22.136990+00:00
38,2,"चहा,दूध,मटकीची उसळ,कढी,भाकर,पोळी,मेथीची भाजी",चहा,2018-06-02 02:55:54.674827+00:00
38,3,"चहा,दूध,पोहे,पोळी,भात,पालक वरण","चहा,पोहे,कढी,पोळी",2018-06-02 02:56:34.631993+00:00
39,1,"चहा,ब्रेड,दूध,पोळी,भात,अंड्याची भाजी","चहा,कढी,पोळी,भात",2018-06-02 02:57:34.393237+00:00
39,2,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,पालक वरण,वांग्याची भाजी","चहा,उपमा,पोळी,भात",2018-06-02 02:58:18.216821+00:00
39,3,"चहा,दूध,मटकीची उसळ,पोळी,भात,खिचडी,बेसन,मेथीची भाजी,पालक वरण",चहा,2018-06-02 02:58:59.136718+00:00
40,1,"चहा,दूध,उसाचा रस,पोळी,भात,बेसन,आलूची भाजी","चहा,पोळी",2018-06-02 02:59:44.380354+00:00
40,2,"चहा,साबुदाणा उसळ,पोळी,वांग्याची भाजी",चहा,2018-06-02 03:00:52.805260+00:00
40,3,"चहा,ब्रेड,दूध,मटकीची उसळ,पोळी,बेसन,वांग्याचं भरीत","चहा,पोळी",2018-06-02 03:01:27.000687+00:00
41,1,"चहा,ब्रेड,उपमा,भाकर,पोळी,भात,बेसन,पालक वरण","चहा,उपमा",2018-06-02 03:04:40.860813+00:00
41,2,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पत्ता कोबी,पालक वरण",चहा,2018-06-02 03:05:20.394475+00:00
41,3,"चहा,दूध,उपमा,पोळी,बेसन,वांग्याची भाजी","चहा,उपमा,पोळी",2018-06-02 03:05:51.110248+00:00
42,1,"चहा,उपमा,पोळी,भात,खिचडी,बेसन,पत्ता कोबी","चहा,उपमा",2018-06-02 03:06:30.042163+00:00
42,2,"चहा,दूध,साबुदाणा उसळ,पोळी,आलूची भाजी","चहा,साबुदाणा उसळ",2018-06-02 03:07:00.723289+00:00
42,3,"चहा,उपमा,पोळी,भात,पालक वरण,वांग्याचं भरीत","चहा,पोळी",2018-06-02 03:07:34.177170+00:00
43,1,"चहा,बिस्कीट,पोळी,भात,पत्ता कोबी,डाळ पालक","चहा,पोळी",2018-06-02 03:08:13.682771+00:00
43,2,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,पालक वरण,वांग्याची भाजी","उपमा,पोळी",2018-06-02 03:08:49.461402+00:00
43,3,"चहा,ब्रेड,दूध,मटकीची उसळ,पोळी,बेसन,आलूची भाजी","चहा,पोळी",2018-06-02 03:09:20.605199+00:00
44,1,"चहा,ब्रेड,शिरा,कढी,पोळी,भात,बटाटा वडी,वांग्याची भाजी",पोळी,2018-06-02 03:10:26.790653+00:00
44,2,"चहा,ब्रेड,दूध,पोळी,बेसन,पत्ता कोबी","चहा,पोळी",2018-06-02 03:10:54.398238+00:00
44,3,"दूध,वाटाणा उसळ,पोळी,भात,टमाटर चटणी","वाटाणा उसळ,पोळी",2018-06-02 03:11:28.922033+00:00
